"SHCODE","YEAR","N015","PRI15","PRIC15","SEC15","SECC15","HIGH15","HIGHC15","TYR15","PYR15","SYR15","HYR15"
93,1960,44.1,39.8,17.3,12.4,4.7,3.7,2.5,2.89,1.79,0.98,0.13
93,1965,44.2,38.7,14.5,13.8,5.3,3.2,2.2,2.88,1.75,1.02,0.11
93,1970,44.8,32.7,9.7,19.1,5.9,3.4,1.8,3.13,1.75,1.27,0.11
93,1975,59.3,12,3.5,23.9,10.6,4.9,2.3,3.37,1.46,1.77,0.14
93,1980,50.7,10.2,3.3,31.6,14.8,7.6,4,4.53,1.84,2.46,0.23
93,1985,45.9,7.6,2.5,36,19.3,10.4,5.6,5.43,2.06,3.05,0.32
93,1990,41.8,8.2,2.8,39.3,18.5,10.7,6.1,5.72,2.22,3.17,0.33
94,1960,49.7,38.6,13.6,10.1,3.2,1.5,1.1,2.88,2.26,0.57,0.05
94,1965,41.4,44.2,15.8,12.9,3.4,1.5,1,3.39,2.67,0.68,0.05
94,1970,35.3,46.7,17.4,16.6,4.6,1.5,1,3.9,3.01,0.84,0.05
94,1975,31,46.6,19.2,20.7,6.2,1.7,1,4.43,3.32,1.06,0.05
94,1980,26.8,46,23.8,25.1,7.9,2,1.1,5.09,3.72,1.3,0.06
94,1985,23,45.6,23.4,28.7,10,2.7,1.4,5.58,3.95,1.54,0.08
94,1990,19.4,45.4,23.2,31.8,11.9,3.3,1.9,6.04,4.17,1.76,0.1
95,1960,98.3,0.5,0.1,1,0.1,0.2,0,0.12,0.09,0.02,0
95,1965,97.4,1,0.3,1.3,0.3,0.3,0.1,0.17,0.13,0.03,0.01
95,1970,97.1,0.9,0.2,1.9,0.3,0.1,0,0.2,0.16,0.04,0
95,1975,94.5,2.2,0.6,2.9,0.5,0.4,0.1,0.36,0.28,0.06,0.01
95,1980,85.6,6.6,1.8,6.5,1.5,1.2,0.5,0.9,0.71,0.16,0.03
95,1985,78.1,12.4,3.4,7.8,1.8,1.7,0.7,1.28,1.04,0.19,0.05
95,1990,72.1,15.9,4.4,9.7,2.1,2.2,1,1.63,1.33,0.24,0.06
97,1960,83.1,13.6,1.5,3.1,0.6,0.3,0.1,0.74,0.55,0.19,0.01
97,1965,82.2,13.4,7,3.9,0.9,0.5,0.2,0.99,0.73,0.25,0.01
97,1970,79.2,12.9,9.2,4.9,1.4,3.1,2.3,1.54,0.95,0.49,0.11
97,1975,76.7,14.5,7.3,6,1.3,2.8,2.1,1.6,0.98,0.52,0.1
97,1980,74.8,9.8,4.2,13.7,4.2,1.7,1.1,2.06,1.12,0.89,0.06
97,1985,72.8,11.4,4.5,13.6,3.8,2.2,1.2,2.16,1.19,0.91,0.07
97,1990,51.9,16.6,6.3,29.6,16.5,1.9,1.2,4.15,2.15,1.94,0.06
98,1960,25.6,53.6,18.5,14.5,5.1,6.3,2.8,4.24,3.41,0.64,0.18
98,1965,23.8,54,18.3,14.1,4.5,8.1,3.3,4.42,3.5,0.7,0.23
98,1970,18.8,56.9,18.3,14.7,4.7,9.6,4.2,4.76,3.71,0.77,0.28
98,1975,10.2,53.9,22.6,23.4,8.9,12.5,6.1,5.97,4.45,1.15,0.37
98,1980,8.8,49,22.2,26,9.9,16.2,7.6,6.51,4.67,1.36,0.47
98,1985,8.3,48.2,22.9,24.3,8.5,19.3,8.6,6.73,4.75,1.43,0.56
98,1990,7.7,46.9,23.3,25.3,8.8,20.1,10.4,6.93,4.83,1.49,0.61
100,1960,46.2,21.3,8.5,32.5,9.4,0,0,4.33,2.84,1.49,0
100,1965,40.6,25.5,10.2,32.9,8.4,1,0.1,4.67,3.11,1.54,0.02
100,1970,34.5,29.7,11.9,33.9,8.5,1.9,0.6,5.09,3.4,1.64,0.05
100,1975,28.8,32.8,13.1,35.4,8.8,3,1,5.53,3.68,1.77,0.08
100,1980,35,23.5,9.4,37.7,9.7,3.9,1.7,5.53,3.48,1.93,0.11
100,1985,28.5,26.3,10.5,40,11,5.1,2.3,6.1,3.82,2.13,0.15
100,1990,23.5,37.4,15,34.8,10,4.3,1.6,5.89,3.92,1.85,0.12
101,1960,27.1,45.8,7,26.7,8.6,0.3,0.1,3.94,2.67,1.26,0.01
101,1965,28,44.7,12.8,26.8,8.2,0.5,0.1,4.07,2.8,1.26,0.01
101,1970,24.2,45.6,23.8,28.5,8.3,1.7,0.8,4.7,3.24,1.4,0.05
101,1975,20.4,47.5,17.1,30.6,8.6,1.5,0.7,4.75,3.22,1.48,0.05
101,1980,13.3,44.6,16.4,41.4,12.6,0.8,0.2,5.59,3.63,1.94,0.02
101,1985,12,43.4,16.1,43.4,12.9,1.2,0.3,5.8,3.72,2.05,0.03
101,1990,13,39.6,14.7,45.6,13.7,1.8,0.6,5.98,3.73,2.2,0.05
102,1960,70.6,25.9,6.9,3.3,0.6,0.4,0,1.35,1.2,0.14,0.01
102,1965,65.5,27.5,7.3,5.5,0.7,1.5,0.2,1.77,1.47,0.28,0.03
102,1970,60,30.6,9.6,8.6,1.5,0.9,0.1,2.15,1.77,0.36,0.02
102,1975,53.6,31.1,10.3,12.7,2.3,2.6,0.5,2.84,2.16,0.61,0.06
102,1980,44.6,34.6,11.7,15.8,3.3,5.1,1.4,3.65,2.64,0.88,0.13
102,1985,37.4,35.3,12.1,19.9,4.5,7.4,2.7,4.44,3.06,1.18,0.2
102,1990,30.4,38.5,13.2,22.2,6.2,9,3.9,5.07,3.42,1.39,0.26
103,1960,37.3,42.6,15.3,16.3,3.5,3.8,1.7,3.87,2.94,0.82,0.11
103,1965,31.9,42.7,16,21,10.4,4.4,1.6,4.61,3.28,1.21,0.12
103,1970,26.6,38.9,16.2,28.8,7.4,5.8,1.8,5.31,3.73,1.43,0.15
103,1975,19.6,40.3,21.6,33.5,19.5,6.5,1.9,6.41,4.26,1.98,0.17
103,1980,15.7,35.6,30.9,38.8,22.3,9.9,3.6,7.61,4.92,2.43,0.27
103,1985,13.8,31.9,20.5,43.1,17.3,11.2,4.3,7.62,4.83,2.48,0.31
103,1990,12.4,29.6,16.6,43.8,18.7,14.2,5,7.98,4.87,2.73,0.38
104,1960,36.9,55.3,42.6,7,2,0.7,0.4,4.3,3.97,0.31,0.02
104,1965,32.2,59.9,23.2,7.2,1.8,0.8,0.5,3.8,3.46,0.32,0.03
104,1970,24.8,67.3,23.9,6.9,1.6,1,0.6,4.09,3.75,0.32,0.03
104,1975,24.7,65.6,17.8,8.3,1.6,1.4,0.8,4.03,3.6,0.38,0.04
104,1980,14.4,70.2,4.1,12.3,4.3,3,0.9,4.43,3.67,0.68,0.08
104,1985,15.6,68.4,22.3,10.4,2.7,5.6,2.5,5.19,4.3,0.73,0.16
104,1990,16,67.1,29.5,9.6,2.7,7.3,4.7,5.61,4.56,0.81,0.24
105,1975,70,7.1,2.4,18.3,7.5,4.7,3.1,2.87,1.66,1.05,0.16
106,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1975,98.8,0.5,0.2,0.5,0.2,0.1,0,0.09,0.06,0.03,0
106,1980,94,4.7,1.8,1.1,0.4,0.2,0.1,0.34,0.27,0.06,0.01
106,1985,87.2,8.1,3.1,4.1,1.7,0.6,0.1,0.84,0.62,0.21,0.01
106,1990,78.2,12.9,4.9,7.9,3.2,1,0.3,1.48,1.07,0.39,0.03
107,1960,1.8,82.6,45.6,13.7,3.8,1.9,0.7,4.15,3.19,0.91,0.05
107,1965,2.6,78.6,43.4,16.2,5,2.6,1,4.39,3.19,1.13,0.07
107,1970,3.4,58.6,32.4,35.8,12.9,2.2,0.7,5.67,3.34,2.28,0.06
107,1975,3.9,54.8,30.3,37.7,13.2,3.7,0.4,5.93,3.35,2.5,0.08
107,1980,0,49.7,27.4,47.6,17.3,2.8,0.3,6.64,3.56,3.02,0.06
107,1985,1.3,46.1,25.5,47.2,17.3,5.4,1.4,6.91,3.53,3.24,0.14
107,1990,2.3,42.1,23.3,47.5,17.4,8.1,2.8,7.25,3.53,3.5,0.22
108,1960,1.8,63.1,39.8,30.4,8.3,4.7,3.3,7.67,6.06,1.45,0.16
108,1965,1.6,60.1,42.8,32.8,8.4,5.4,3.5,8.02,6.28,1.56,0.18
108,1970,1.4,56.8,53.1,35.1,12,6.6,4,8.79,6.77,1.81,0.21
108,1975,1.7,53.7,34.5,37.1,9.3,7.5,4.3,8.28,6.21,1.84,0.24
108,1980,1.9,50,26.5,38.7,10,9.4,5.5,8.37,6.04,2.02,0.3
108,1985,2,46.4,22.6,40,10.7,11.6,6.9,8.61,6.03,2.22,0.37
108,1990,2.3,43.3,20.3,40.4,11.2,14,8.7,8.88,6.03,2.39,0.45
109,1960,22.1,57.1,37,19.6,6.9,1.2,0.7,4.98,4.07,0.87,0.04
109,1965,19.5,56.9,25.1,22.4,8,1.1,0.7,4.89,3.87,0.98,0.04
109,1970,19.1,54.8,20.9,25.1,9.4,1.1,0.6,4.97,3.84,1.1,0.03
109,1975,19.6,41.8,15,30.9,10.3,7.7,5,5.98,4.02,1.7,0.25
109,1980,18,38.7,13.5,36.5,13,6.8,4.2,6.27,4.16,1.89,0.22
109,1985,16.8,30.5,10.5,40.6,15.4,12,7.4,7.19,4.39,2.4,0.39
109,1990,16.4,27.7,9.5,43.5,17.1,12.4,7.2,7.43,4.47,2.56,0.39
110,1960,2,43.7,24.1,39.6,14.7,14.7,7.8,10.06,7.94,1.67,0.45
110,1965,1.8,44.8,24.6,41.1,14.6,12.3,6.2,9.91,7.94,1.61,0.37
110,1970,1.8,44,24.2,41.1,15.2,13.1,6.3,9.99,7.95,1.65,0.39
110,1975,2,42.9,23.6,40.4,14.9,14.7,6.7,10.08,7.95,1.69,0.43
110,1980,1.8,40.4,22.2,41.9,14.7,15.9,7.5,10.26,8.02,1.77,0.47
110,1985,2,37.8,20.8,43,15.2,17.2,8.2,10.41,8.05,1.85,0.51
110,1990,0,43.9,24.1,40.1,34.5,15.9,7.1,10.7,8.11,2.13,0.46
111,1960,0.6,87.5,48.4,7.6,0.5,4.2,2,7.55,7.18,0.25,0.12
111,1965,0.6,81.6,45.1,13,1.5,4.8,2.1,7.8,7.3,0.36,0.14
111,1970,0.9,66.8,36.9,26.4,4.6,5.9,2.4,8.38,7.57,0.64,0.17
111,1975,0.8,62.7,34.7,28.1,12.6,8.4,3,8.76,7.67,0.86,0.23
111,1980,1.2,47.4,26.2,40.6,25.9,10.8,4.4,9.56,7.94,1.32,0.3
111,1985,1,53.3,29.5,34.1,17.7,11.6,4.8,9.29,7.83,1.12,0.33
111,1990,0,49.6,27.4,37.2,17.1,13.2,5.3,9.59,8.01,1.21,0.37
112,1960,0.3,90.1,52.3,7.5,1.5,2.1,0.8,4.59,4.04,0.49,0.06
112,1965,0.6,85.1,49,11.2,2.2,3,1,4.88,4.07,0.73,0.08
112,1970,0.8,81.3,45.7,15.3,3.2,2.7,0.3,5.03,4.07,0.9,0.06
112,1975,0.9,75,39.5,19.1,4.5,5,1.2,5.44,4.07,1.25,0.12
112,1980,1,67.6,28.3,23.7,9.1,7.7,2.6,5.93,3.97,1.76,0.21
112,1985,0.9,62.5,28,26.7,6.7,9.9,3.6,6.32,4.09,1.96,0.27
112,1990,1,58.1,26.4,28.1,7.3,12.7,4.6,6.74,4.16,2.24,0.35
113,1960,1,80.6,44.5,16.8,5.2,1.5,0.5,7.83,7.28,0.5,0.04
113,1965,0.9,78.9,43.6,18.2,6.4,2,0.7,7.96,7.33,0.57,0.05
113,1970,0.8,78,43.1,18.6,6.7,2.7,0.9,8.04,7.36,0.61,0.07
113,1975,0.6,77,42.5,17.7,6,4.7,1.4,8.18,7.39,0.66,0.12
113,1980,0.2,74,40.9,20.1,5.6,5.7,1.9,8.39,7.49,0.74,0.15
113,1985,1.3,69,38.1,23.4,7.2,6.4,1.9,8.52,7.49,0.87,0.16
113,1990,2.5,64.2,35.5,24.2,8.1,9.1,3.4,8.75,7.49,1.01,0.25
114,1960,19.6,66.3,44.4,12,3.6,2.1,1.6,4.83,4.17,0.59,0.07
114,1965,18.3,64.2,44,14.7,4.4,2.8,1.8,5.13,4.3,0.74,0.09
114,1970,16.6,62.5,40.3,17.1,6,3.8,2.4,5.39,4.34,0.92,0.12
114,1975,15.2,59.5,43,20.2,7.9,5.1,3.3,5.91,4.59,1.15,0.17
114,1980,9.5,56.4,42.5,25.5,15.1,8.7,6.8,7.06,5.01,1.74,0.31
114,1985,8.9,52.5,39.1,28.3,13,10.3,7.5,7.28,5.06,1.86,0.36
114,1990,4.8,50.1,39.5,37.5,25.5,7.7,5.1,8,5.39,2.35,0.25
115,1960,3.3,86.7,47.9,6.7,0.9,3.2,2.7,6.64,6.18,0.34,0.12
115,1965,2.6,83.2,51.3,10.8,2,3.3,2.3,7.1,6.51,0.48,0.11
115,1970,2.1,78.4,64.1,14.8,4.4,4.9,3.8,8.13,7.27,0.68,0.17
115,1975,2.4,75.9,56.9,15.9,4.8,5.7,4.3,8,7.05,0.75,0.2
115,1980,1.2,61.5,51.9,30.6,10.4,6.8,5.4,9.06,7.53,1.29,0.24
115,1985,1.5,58.4,43.8,32.7,10.6,7.4,6,8.95,7.3,1.38,0.27
115,1990,1.2,54.5,33.7,35.6,11.2,8.8,7.2,8.93,7.08,1.53,0.32
116,1960,1,80.8,44.7,14.5,3.5,3.7,1.6,5.79,4.85,0.83,0.11
116,1965,0.9,74.6,41.2,20.5,5,4,1.8,6.16,4.95,1.1,0.12
116,1970,1.2,67.7,37.4,26.4,7.1,4.7,1.9,6.55,5.02,1.4,0.13
116,1975,1.6,61.4,33.9,31.1,8.9,5.9,2.2,6.95,5.08,1.7,0.16
116,1980,1.5,56,31,34.7,10.5,7.7,2.9,7.37,5.16,2,0.21
116,1985,1.6,50.9,28.1,38,12,9.5,3.8,7.77,5.22,2.28,0.27
116,1990,1.7,46.6,25.7,40.3,13.3,11.5,4.8,8.14,5.27,2.54,0.33
117,1960,4.4,63,34.8,29.2,10.9,3.4,1.6,6.4,4.89,1.41,0.1
117,1965,4,61.2,33.8,30.7,10.5,4.1,1.7,6.53,4.94,1.48,0.11
117,1970,3.6,57.9,32,33.5,11,5,2,6.78,5.01,1.63,0.14
117,1975,3.5,53.2,29.4,37,11.7,6.4,2.4,7.09,5.08,1.84,0.18
117,1980,2.7,49.2,27.2,40.2,12.8,7.8,3.1,7.46,5.18,2.06,0.22
117,1985,3.7,42.9,23.7,43.9,13.9,9.6,3.9,7.78,5.2,2.31,0.27
117,1990,5.7,37.4,20.7,44.4,14.7,12.5,4.7,8.03,5.16,2.52,0.34
118,1960,10.2,71.4,42.6,16.6,4.9,1.8,0.6,4.7,3.77,0.89,0.05
118,1965,9.1,69.8,43,18.6,5.6,2.6,0.9,4.99,3.88,1.04,0.07
118,1970,6.1,67,46.8,24.7,7.9,2.2,0.3,5.55,4.19,1.31,0.05
118,1975,5.5,63.8,34.6,26.4,8.3,4.3,1.1,5.65,3.99,1.55,0.11
118,1980,15.9,41.1,20.2,39.7,13.5,3.3,0.4,5.89,3.68,2.14,0.08
118,1985,14.6,39.6,18.7,40.3,12.3,5.5,1.7,6.16,3.75,2.27,0.14
118,1990,13.5,38.4,17.8,40.1,12.2,8,2.8,6.48,3.81,2.45,0.22
121,1960,2,85.2,47,11.8,2.9,1.1,0.2,5.27,4.74,0.5,0.03
121,1965,2.3,79.1,43.7,16,2.6,2.7,0.5,5.58,4.8,0.72,0.06
121,1970,2.6,37.9,20.9,53.2,9.6,6.3,2.2,7.76,5.33,2.26,0.17
121,1975,3.1,35.1,19.4,53.3,10.7,8.4,3.2,8,5.34,2.42,0.23
121,1980,3.8,32.3,17.8,53.2,12,10.7,4.2,8.23,5.34,2.6,0.3
121,1985,4.1,29.7,16.4,53.1,12.9,13.1,5.4,8.49,5.35,2.76,0.37
121,1990,3.8,29,16,51.4,13.7,15.8,6.8,8.74,5.38,2.9,0.45
122,1960,2,81.3,44.9,15.2,4.6,1.6,0.5,5.52,4.79,0.69,0.04
122,1965,4.8,74.6,41.2,18.2,5.4,2.4,0.6,5.62,4.71,0.85,0.06
122,1970,0.7,68.9,38.1,23.7,7.4,6.6,2.2,6.54,5.03,1.33,0.18
122,1975,2.1,62.4,34.5,27,8.2,8.5,2.8,6.83,5.04,1.57,0.23
122,1980,1.9,55.7,30.8,31.4,10,10.9,3.7,7.32,5.13,1.89,0.29
122,1985,2.9,50.3,27.8,34.1,11,12.6,4.3,7.6,5.15,2.11,0.34
122,1990,2,47.5,26.2,35,11.6,15.5,5.1,7.98,5.24,2.33,0.41
123,1960,6.8,68.8,36.5,21.3,9.2,3.2,2.1,7.01,6.17,0.74,0.11
123,1965,6.9,66.8,37.2,22.3,6.8,3.9,2.4,7.13,6.26,0.74,0.13
123,1970,3.9,65.5,44.9,25.7,7.9,5,2.9,7.9,6.87,0.87,0.16
123,1975,4,62,43,27.4,7.9,6.6,3.7,8.09,6.92,0.97,0.21
123,1980,2.2,53.9,43.7,39.4,12.7,4.5,2,8.77,7.41,1.22,0.13
123,1985,2.5,50.4,36.9,40.8,13.5,6.3,4.1,8.81,7.26,1.34,0.21
123,1990,1.3,43.7,38.9,48.4,16.1,6.5,4,9.47,7.7,1.55,0.21
124,1960,46.3,49.5,21.2,3.3,0.9,1,0.3,1.86,1.58,0.25,0.03
124,1965,40.7,52.9,36,5.1,1,1.4,0.4,2.44,2.04,0.37,0.04
124,1970,38.5,52.7,36.5,7.3,1.5,1.4,0.2,2.66,2.13,0.49,0.03
124,1975,35.9,53,27.9,8.6,2.3,2.4,0.6,2.77,2.06,0.65,0.06
124,1980,21.9,58.7,28.5,16,5.6,3.6,1.1,3.78,2.52,1.16,0.09
124,1985,22.3,56.2,26.3,17.1,5.6,4.5,1.5,3.91,2.51,1.28,0.12
124,1990,20.8,56.1,26,16.7,5.6,6.4,1.9,4.13,2.57,1.4,0.17
125,1960,19.6,75.3,46.5,2.1,0.1,3,1.5,3.73,3.3,0.34,0.09
125,1965,23.2,69.8,47.2,4.2,0.5,2.8,1.3,3.81,3.28,0.45,0.08
125,1970,11.2,78.2,65.1,7.2,2.7,3.4,1.4,4.91,4.11,0.7,0.1
125,1975,10.6,72.8,46.9,11.5,1.9,5.1,1.7,5.03,3.82,1.07,0.14
125,1980,9.4,56.8,34,25.8,11.5,8,3.1,6.41,3.96,2.23,0.22
125,1985,4.2,61.9,27.5,27.9,12.9,5.9,1.6,6.3,3.93,2.22,0.15
125,1990,4,56.1,25,30.7,9.5,9.2,3,6.85,4.02,2.58,0.24
126,1960,0,49.5,25.9,44.1,21.1,6.4,3.2,8.09,5.29,2.61,0.19
126,1965,0.5,48.7,20.4,44.3,24.4,6.5,3,8.07,5.12,2.76,0.19
126,1970,1,46.7,8.1,45.3,30.4,7,2.7,8.03,4.78,3.06,0.19
126,1975,1.5,43.8,14.6,42.8,34.2,11.9,5.4,8.87,5.03,3.49,0.35
126,1980,2.1,35.8,14.7,46.6,37.6,15.4,7.3,9.67,5.24,3.98,0.46
126,1985,2.6,33.9,14.9,46.6,27.4,16.8,8,9.44,5.27,3.67,0.5
126,1990,2.4,32.5,14.7,47,23.5,18.1,8.8,9.48,5.32,3.62,0.54
127,1960,0.2,67.3,37.2,22.6,8.9,9.9,5.2,6.93,5.08,1.54,0.3
127,1965,0.2,67.4,37.2,22.8,9.3,9.7,5,6.92,5.08,1.54,0.29
127,1970,5.1,60.6,33.5,24.5,10.7,9.9,5,6.83,4.88,1.65,0.3
127,1975,6.6,56.6,31.3,26.6,13.4,10.2,5.1,6.96,4.84,1.81,0.31
127,1980,3,27.6,15.2,58.9,46.6,10.5,5,9.56,5.45,3.8,0.31
127,1985,5.1,24.6,13.6,58.7,33.7,11.6,5.4,9.17,5.36,3.47,0.34
127,1990,6.3,22.7,12.6,57.7,29.1,13.2,6.1,9.1,5.32,3.4,0.39
128,1960,59.2,35.6,21.7,4.6,1.3,0.6,0.1,1.92,1.69,0.21,0.01
128,1965,55.8,36.4,24.5,6.6,1.9,1.1,0.3,2.26,1.91,0.32,0.03
128,1970,50.5,39.3,20.8,8.4,2,1.7,0.5,2.47,2.01,0.42,0.05
128,1975,47.7,39.3,19.1,11.6,3.1,1.4,0,2.66,2.11,0.53,0.03
128,1980,41.1,41.8,19.6,14.1,3.8,3,1.2,3.19,2.39,0.72,0.08
128,1985,39.1,41,19,15.9,4.4,4,1.4,3.45,2.49,0.85,0.11
128,1990,35.4,41.2,19,18,4.8,5.4,1.9,3.83,2.68,1.01,0.15
129,1960,2,65.3,61.1,31.2,2.2,1.5,0.4,7.85,6.71,1.09,0.04
129,1965,3.2,61.3,39.4,33.2,4.5,2.4,0.8,7.36,6.01,1.28,0.06
129,1970,4.1,54.3,28.8,34.8,6.3,6.8,3,7.66,5.82,1.64,0.2
129,1975,3.9,49.3,24,37.3,7.7,9.5,4.4,8.03,5.84,1.92,0.28
129,1980,3.7,46.1,21.7,39.9,8.9,10.3,4.8,8.27,5.89,2.08,0.3
129,1985,3.7,43,19.9,41.7,10.1,11.6,5.3,8.52,5.93,2.25,0.34
129,1990,3.7,40.8,18.8,42.2,11.1,13.4,6,8.76,5.97,2.4,0.39
130,1960,21,68.3,7.3,9.4,2.7,1.3,0.2,4.2,3.88,0.29,0.03
130,1965,24.9,61.4,30.9,11.2,2.7,2.5,1,5.24,4.79,0.38,0.07
130,1970,18.6,60.9,27.9,17.3,3.7,3.2,1.2,5.82,5.19,0.55,0.09
130,1975,19,54.5,19.1,21.2,5,5.3,2.4,5.95,5.06,0.74,0.15
130,1980,13.6,55,19.9,25.7,6.8,5.6,2.7,6.54,5.5,0.87,0.17
130,1985,14.3,50,18.2,28.8,8.3,7,4.3,6.84,5.59,1.02,0.23
130,1990,15,45.5,16.7,31.4,9.5,8,5.4,7.05,5.64,1.14,0.27
131,1960,0,30.4,16.8,66.7,26.7,3,1,9.28,6.52,2.68,0.08
131,1965,0.8,31.2,17.2,63.7,24.5,4.2,1.5,9.18,6.45,2.61,0.11
131,1970,0.8,23.4,12.9,56.4,20.4,19.4,9.9,10.24,6.58,3.07,0.59
131,1975,3,20.8,11.5,56.4,20.2,19.8,9.6,10.14,6.46,3.09,0.59
131,1980,0.8,23,12.7,55.8,20.3,20.4,9.9,10.29,6.58,3.1,0.61
131,1985,1.8,20.9,11.5,56.1,20.1,21.2,10.3,10.32,6.55,3.15,0.63
131,1990,2,20.6,11.4,54.5,20.1,22.8,10.8,10.39,6.54,3.18,0.67
132,1960,15.6,73.5,21.3,6.4,1.3,4.5,3.1,5.15,4.66,0.33,0.15
132,1965,17.7,70.2,13.2,8.5,1.8,3.6,2.4,4.77,4.3,0.35,0.12
132,1970,19.5,61.8,23.4,15.7,2.3,3,1.9,5.49,4.91,0.48,0.1
132,1975,14,59.4,21.6,23.8,8.8,2.8,1.6,6.22,5.37,0.76,0.09
132,1980,11.3,54.3,22.7,31.6,7.9,2.7,1.6,6.81,5.83,0.9,0.09
132,1985,7.7,50.7,21.6,37.7,13.4,4,2.3,7.54,6.23,1.18,0.13
