"SHCODE","YEAR","N0F15","PRIF15","PRICF15","SECF15","SECCF15","HIGHF15","HIGHCF15","TYRF15","PYRF15","SYRF15","HYRF15"
140,1965,95.7,3.9,0.9,0.4,0.1,0,0,0.18,0.17,0.01,0
140,1970,89.6,8.8,3.7,1.5,0.1,0.1,0,0.53,0.47,0.06,0
140,1975,85.3,12.1,3.9,2.6,0.3,0.1,0,0.73,0.64,0.09,0
140,1980,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.8,0.1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.02
140,1985,69.6,14.9,6.2,10.8,7.2,4.7,2.3,2.52,1.56,0.82,0.14
140,1990,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4.9,2.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.14
141,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.4,0.6,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.04
142,1960,44.2,47.8,8,7.8,1.2,0.2,0.2,2.16,1.79,0.36,0.01
142,1965,34.8,53.1,17.8,12,3,0.2,0.1,2.97,2.38,0.58,0.01
142,1970,27.8,54.2,6.1,17.9,2,0.1,0.1,3.2,2.41,0.79,0
142,1975,22.3,51.8,2.4,25.8,2.3,0.1,0.1,3.76,2.65,1.11,0
142,1980,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0
150,1960,22.1,65.3,33.1,10.4,2.1,2.2,1.2,5.35,4.94,0.34,0.07
150,1965,20.8,62.9,32.1,12.9,3.2,3.4,1.7,5.66,5.1,0.46,0.1
150,1970,21.5,57.3,29.5,16.7,4.1,4.5,2.6,5.91,5.17,0.6,0.14
150,1975,20,53.8,28.3,20,5.2,6.3,3.6,6.33,5.38,0.76,0.2
150,1980,17.7,52.3,28.7,22.6,6.7,7.4,5,6.77,5.64,0.88,0.25
150,1985,16.1,50,30.2,25.5,7.7,8.4,5.9,7.21,5.92,1,0.29
150,1990,5.5,44.6,31.5,36.4,12.5,13.4,9.4,9,7.03,1.51,0.46
151,1960,0.8,83.4,33.7,15,5,0.8,0.1,7.14,6.69,0.43,0.02
151,1965,1.2,80,32.3,17.2,5,1.7,0.6,7.3,6.75,0.51,0.05
151,1970,0.6,68.3,27.6,29.2,10.1,1.9,0.9,8.03,7.11,0.86,0.05
151,1975,1.1,66.6,26.9,29.6,10.2,2.7,1.5,8.1,7.11,0.91,0.08
151,1980,0.5,56.5,22.8,39.6,14.2,3.5,1.8,8.77,7.44,1.22,0.11
151,1985,1.3,55.1,22.2,39.3,14.1,4.3,2.8,8.79,7.41,1.24,0.14
151,1990,0.4,41.8,16.9,52.6,18,5.2,3.3,9.63,7.84,1.62,0.17
152,1960,0.5,65.6,26.5,26.4,9.4,7.5,5.8,7.68,6.4,1.02,0.27
152,1965,0.4,64.2,25.9,27.5,9.6,7.9,6.1,7.77,6.43,1.06,0.28
152,1970,0.5,59.5,24,31,9.4,9,6.3,8.01,6.54,1.17,0.31
152,1975,0.7,55.2,22.3,32.9,10.2,11.2,7.1,8.3,6.63,1.31,0.37
152,1980,0.5,38.9,15.7,47.3,15.8,13.3,8.8,9.27,7.03,1.79,0.44
152,1985,2.5,35.7,14.4,46.4,16.2,15.5,10.6,9.34,6.95,1.87,0.52
152,1990,4.2,32.9,13.3,45.4,16.2,17.4,12.5,9.41,6.88,1.93,0.6
153,1960,19.3,59,11.5,20.9,7.5,0.8,0.4,5.18,4.56,0.6,0.02
153,1965,20.8,57.1,14.4,20.7,7.2,1.4,0.6,5.28,4.63,0.62,0.04
153,1970,20.7,56.3,15.4,20.9,7,2.1,1.1,5.42,4.71,0.64,0.06
153,1975,20.2,53.4,15.1,23.6,7.2,2.8,1.6,5.66,4.85,0.73,0.09
153,1980,19.7,51.4,14.7,25.4,8.3,3.5,2.2,5.89,4.96,0.82,0.12
153,1985,19.3,47.8,13.8,28.9,8.8,4,2.7,6.14,5.1,0.91,0.13
153,1990,6.6,22.8,6.6,66.1,23.7,4.4,2.8,8.94,6.82,1.97,0.14
154,1960,1.5,62.6,28.2,33,10.8,2.9,1.5,7.59,6.5,0.99,0.09
154,1965,1.5,52.5,23.7,41.5,13.5,4.5,2.3,8.15,6.73,1.28,0.14
154,1970,0.5,43.2,19.6,50,15.6,6.3,3.5,8.78,7.02,1.57,0.2
154,1975,0.6,40.4,18.6,51.1,15.9,8,4.9,9,7.08,1.66,0.26
154,1980,1.2,40.1,19,52.1,11.5,7.6,4.6,8.96,7.14,1.58,0.24
154,1985,1.1,35.6,18.1,53.8,18.1,9.5,6,9.34,7.21,1.82,0.31
154,1990,0,22.9,13.6,65,22.6,11.9,8.4,10.26,7.62,2.23,0.41
155,1960,21.9,71.3,36.8,5.5,1.5,1.2,0.7,3.97,3.65,0.28,0.04
155,1965,18.5,73.2,37.6,6.9,1.8,1.4,0.8,4.2,3.82,0.34,0.04
155,1970,10.5,79.9,41.1,8.1,2.2,1.6,0.9,4.66,4.21,0.4,0.05
155,1975,9.1,78.2,40.8,10.4,2.5,2.2,1.1,4.92,4.33,0.52,0.07
155,1980,6.5,50.2,25.3,39.4,11.9,3.8,1.3,6.73,4.86,1.77,0.1
155,1985,5.9,46.4,16.9,40.8,12,6.8,2.5,6.93,4.75,1.99,0.19
155,1990,5.9,42.8,13.6,41.9,12.9,9.3,4.6,7.24,4.77,2.2,0.28
