"SHCODE","YEA","N0F25","PRIF25","PRICF25","SECF25","SECCF25","HIGHF25","HIGHCF25","TYRF25","PYRF25","SYRF25","HYRF25"
1,1960,84.1,13.9,4,1.8,0.6,0.2,0.1,0.73,0.65,0.08,0.01
1,1965,84.4,13.2,4.3,2.2,0.8,0.2,0.1,0.77,0.67,0.1,0.01
1,1970,95.9,3.3,1.1,0.7,0.3,0.1,0.1,0.22,0.18,0.04,0
1,1975,90.9,7.6,2.6,1.3,0.6,0.2,0.1,0.48,0.4,0.07,0.01
1,1980,83.7,13.8,4.7,2,1,0.4,0.3,0.84,0.7,0.12,0.01
1,1985,77.2,18.2,6.3,3.8,1.9,0.9,0.5,1.27,1.01,0.23,0.03
1,1990,68.9,22.6,7.8,6.9,3.5,1.6,1,1.9,1.42,0.43,0.05
3,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.9,0.3,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,0.04,0
3,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.8,0.2,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,0.04,0
3,1970,98.7,0.5,0.1,0.9,0.3,0.1,0.1,0.13,0.09,0.04,0
3,1975,96.7,2.2,0.6,1.1,0.3,0.1,0.1,0.23,0.18,0.05,0
3,1980,94.3,4.4,1.2,1.3,0.4,0.1,0.1,0.36,0.3,0.06,0
3,1985,91.5,6.6,1.9,1.7,0.4,0.2,0.2,0.51,0.43,0.08,0.01
3,1990,88,9.3,2.6,2.5,0.4,0.3,0.3,0.73,0.61,0.11,0.01
4,1960,68.3,29.4,2.3,2.1,0.5,0.1,0.1,1.35,1.26,0.08,0
4,1965,71.7,26.4,1.8,1.7,0.4,0.1,0.1,1.18,1.11,0.06,0
4,1970,67.9,30,1.5,1.7,0.4,0.4,0.3,1.34,1.25,0.08,0.01
4,1975,69.7,28.3,3.9,1.8,0.5,0.3,0.2,1.36,1.27,0.08,0.01
4,1980,51.4,45,8.7,3.3,0.8,0.2,0.1,2.26,2.12,0.13,0.01
4,1985,51.7,42.9,3.4,5,0.9,0.3,0.3,2.19,1.99,0.18,0.01
4,1990,48.6,43.5,1.4,7.2,1,0.5,0.4,2.4,2.12,0.26,0.02
7,1960,86.5,11.3,3.2,1.9,0.5,0.1,0.1,0.66,0.56,0.1,0
7,1965,87.9,10.2,2.9,1.7,0.5,0.1,0.1,0.59,0.5,0.09,0
7,1970,87.6,10.6,3,1.5,0.4,0.1,0.1,0.59,0.51,0.08,0
7,1975,84.3,13.9,3.9,1.6,0.5,0.1,0.1,0.72,0.64,0.08,0
7,1980,77.4,20.4,5.7,2,0.6,0.2,0.1,1.02,0.91,0.11,0.01
7,1985,71.6,25.4,7.2,2.8,0.8,0.2,0.1,1.31,1.16,0.15,0.01
7,1990,65,30.4,8.6,4.3,1.2,0.3,0.2,1.67,1.44,0.22,0.01
9,1960,98.7,0.9,0.3,0.3,0.1,0.2,0.1,0.1,0.07,0.03,0.01
9,1965,98.6,1.1,0.3,0.3,0.1,0.1,0.1,0.1,0.07,0.02,0.01
9,1970,98.2,1.5,0.4,0.3,0.1,0.1,0.1,0.11,0.08,0.02,0
9,1975,97.1,2.5,0.7,0.4,0.1,0.1,0.1,0.16,0.13,0.03,0
9,1980,94,5.3,1.5,0.7,0.2,0.1,0.1,0.29,0.25,0.04,0
9,1985,89.1,9.8,2.8,1.1,0.3,0.1,0.1,0.51,0.45,0.06,0
9,1990,84.8,13,3.7,2.1,0.6,0.1,0.1,0.75,0.63,0.11,0
12,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,9.6,2.8,1.8,1.3,1.79769313486232e+308,1.79769313486232e+308,0.59,0.06
12,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8,2.3,1.5,1.1,1.79769313486232e+308,1.79769313486232e+308,0.5,0.05
12,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7,2,1.3,1,1.79769313486232e+308,1.79769313486232e+308,0.43,0.04
12,1975,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6.4,1.9,1.1,0.8,1.79769313486232e+308,1.79769313486232e+308,0.39,0.04
12,1980,78.3,13.8,3.9,7,2,1,0.7,1.45,1.01,0.41,0.03
12,1985,72.2,15.4,4.3,11.2,3.2,1.1,0.8,1.99,1.33,0.62,0.04
12,1990,60.8,20.4,5.8,17.3,5,1.3,1,2.89,1.91,0.94,0.05
13,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0
13,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.2,0.2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.01
13,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.6,0.5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.02
13,1975,92.9,2.6,1,3.1,1.4,1.3,1.1,0.63,0.37,0.21,0.05
13,1980,82.9,9.9,3.7,4.4,2.1,2.8,2.2,1.3,0.84,0.36,0.1
13,1985,78.6,10.3,3.9,9.3,4.3,1.8,1.5,1.67,1.09,0.52,0.07
13,1990,72.2,13,4.9,10.8,5,4,3.3,2.29,1.43,0.72,0.15
16,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.9,0.5,0.2,0.1,1.79769313486232e+308,1.79769313486232e+308,0.12,0.01
16,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.7,0.5,0.2,0.1,1.79769313486232e+308,1.79769313486232e+308,0.11,0.01
16,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.8,0.5,0.1,0.1,1.79769313486232e+308,1.79769313486232e+308,0.11,0
16,1975,97.1,0.7,0.2,2,0.5,0.1,0.1,0.27,0.15,0.12,0
16,1980,95.6,1.9,0.2,2.4,0.4,0.1,0.1,0.34,0.21,0.13,0
16,1985,94.1,3.3,0.2,2.5,0.4,0.1,0.1,0.4,0.26,0.14,0
16,1990,92.8,3.9,0.1,3.2,0.4,0.1,0,0.49,0.32,0.17,0
17,1960,94.1,5.3,1.5,0.3,0.1,0.3,0.2,0.29,0.24,0.04,0.01
17,1965,93.1,6.4,1.8,0.3,0.1,0.2,0.2,0.32,0.28,0.04,0.01
17,1970,88,4.8,1.4,7.1,1.1,0.1,0.1,0.96,0.62,0.34,0
17,1975,85.4,8.4,2.4,6.1,0.7,0.1,0.1,0.98,0.7,0.28,0
17,1980,76.9,17.8,5,5.2,0.5,0.2,0.1,1.25,1,0.24,0.01
17,1985,73.9,20.4,5.8,5.4,0.5,0.3,0.2,1.39,1.12,0.25,0.01
17,1990,70.6,23.5,6.6,5.6,0.4,0.3,0.3,1.54,1.26,0.27,0.01
21,1960,87.8,11,1.3,1.1,0.2,0.2,0.1,0.59,0.52,0.06,0.01
21,1965,88.6,10.3,1.8,1.1,0.1,0.2,0.1,0.57,0.51,0.06,0.01
21,1970,86.7,11.9,3.5,1.2,0.1,0.3,0.2,0.72,0.64,0.07,0.01
21,1975,84.3,14.1,1.7,1.4,0.1,0.3,0.2,0.76,0.67,0.08,0.01
21,1980,73,23,1.1,3.7,0.3,0.3,0.2,1.31,1.12,0.17,0.01
21,1985,69.5,26.9,0.6,3.4,0.2,0.3,0.2,1.38,1.22,0.16,0.01
21,1990,58.9,35.3,0.3,5.4,0.3,0.4,0.3,1.91,1.65,0.25,0.01
22,1960,34.9,64.4,18.1,0.8,0.2,0,0,2.97,2.94,0.03,0
22,1965,34.4,64.7,18.2,0.9,0.3,0,0,3,2.97,0.03,0
22,1970,33.7,65,18.3,1.3,0.4,0,0,3.05,3.01,0.05,0
22,1975,32,66.4,18.7,1.5,0.4,0.1,0.1,3.15,3.09,0.06,0
22,1980,29.1,68.5,19.3,2.2,0.6,0.1,0.1,3.33,3.24,0.09,0.01
22,1985,26.8,69,19.5,3.7,1.1,0.5,0.5,3.57,3.39,0.16,0.02
22,1990,25.7,67.9,19.2,5.5,1.6,0.8,0.8,3.76,3.49,0.24,0.03
23,1960,96.5,2.2,1.4,0.8,0.3,0.5,0.4,0.27,0.19,0.06,0.02
23,1965,95.5,3.3,0.5,0.8,0.3,0.4,0.3,0.26,0.19,0.06,0.02
23,1970,94,4.8,1,0.8,0.4,0.4,0.3,0.32,0.24,0.06,0.01
23,1975,94.3,1.6,0.5,3.2,1.8,0.8,0.6,0.53,0.3,0.2,0.03
23,1980,91.7,4.3,0.5,3.1,1.2,0.8,0.6,0.59,0.38,0.18,0.03
23,1985,87.8,7.6,0.4,3.7,1,0.9,0.7,0.74,0.51,0.2,0.03
23,1990,83.2,10.7,0.2,5.1,1,1,0.7,0.96,0.69,0.24,0.03
25,1960,78.6,21.4,1.8,0.1,0,0,0,0.94,0.93,0,0
25,1965,78.7,21.3,1.7,0.1,0,0,0,0.93,0.93,0,0
25,1970,79.1,20.9,1.5,0.1,0,0,0,0.91,0.9,0,0
25,1975,68.8,30.3,1.6,0.9,0.4,0.1,0.1,1.4,1.36,0.04,0
25,1980,70.2,28.9,3.3,0.8,0.3,0.1,0.1,1.4,1.36,0.03,0
25,1985,71.5,26.4,3.7,2,0.8,0,0,1.43,1.36,0.07,0
25,1990,70.6,27.5,7.7,1.8,0.5,0.1,0.1,1.62,1.56,0.06,0
26,1960,98.6,1.4,0.1,0.1,0,0.2,0.1,0.11,0.09,0.01,0.01
26,1965,98.6,1.3,0.2,0.1,0,0.1,0.1,0.1,0.09,0.01,0
26,1970,98.3,1.6,0.2,0.1,0,0.1,0.1,0.11,0.1,0.01,0
26,1975,98.1,1.7,0.4,0.2,0.1,0.1,0.1,0.13,0.12,0.01,0
26,1980,97.1,2.3,0.2,0.5,0.2,0.1,0.1,0.19,0.17,0.01,0
26,1985,95.4,3.7,0.1,0.9,0.3,0.1,0.1,0.28,0.26,0.02,0
26,1990,93.8,4.7,0.1,1.4,0.4,0.1,0.1,0.39,0.35,0.03,0
28,1960,58.7,34.8,8.2,5.6,1.9,0.8,0.3,1.92,1.67,0.23,0.02
28,1965,53.8,39.2,7.5,6.3,2.3,0.6,0.2,2.08,1.82,0.25,0.02
28,1970,48,42.6,12.3,9,3.6,0.5,0.2,2.57,2.22,0.34,0.01
28,1975,43.6,44.9,4.8,11.1,5,0.5,0.1,2.63,2.19,0.43,0.01
28,1980,32.4,48.1,4.9,17.5,9.1,1.9,0.6,3.57,2.75,0.76,0.05
28,1985,29.1,49,5.3,20.3,12.6,1.7,0.5,3.89,2.94,0.91,0.04
28,1990,25.8,48.2,6.1,25.1,19.2,0.9,0.3,4.37,3.19,1.15,0.02
30,1960,96,3.9,1.1,0.1,0,0,0,0.11,0.1,0,0
30,1965,95.5,4.4,1.3,0.1,0,0,0,0.12,0.12,0,0
30,1970,94.5,5.4,1.5,0.1,0,0,0,0.15,0.14,0,0
30,1975,92.8,7.1,2,0.1,0,0,0,0.19,0.19,0,0
30,1980,94,5.7,1.6,0.3,0.1,0,0,0.17,0.16,0.01,0
30,1985,92.8,6.7,1.9,0.5,0.2,0,0,0.22,0.19,0.03,0
30,1990,87.1,12,3.4,0.9,0.3,0,0,0.39,0.34,0.04,0
31,1960,98,1.7,0.5,0.1,0,0,0,0.07,0.07,0,0
31,1965,98.3,1.5,0.4,0.1,0,0,0,0.06,0.06,0,0
31,1970,98.5,1.3,0.4,0.1,0,0,0,0.06,0.06,0,0
31,1975,98.2,1.6,0.5,0.1,0,0.1,0.1,0.09,0.07,0.01,0
31,1980,97.2,2.4,0.7,0.3,0.1,0.1,0.1,0.14,0.12,0.02,0
31,1985,96,3.5,1,0.4,0.1,0.1,0.1,0.2,0.16,0.03,0
31,1990,94.3,4.9,1.4,0.7,0.2,0.1,0.1,0.28,0.24,0.04,0
33,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.8,0.5,0.2,0.1,1.79769313486232e+308,1.79769313486232e+308,0.08,0.01
33,1965,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.6,0.5,0.2,0.1,1.79769313486232e+308,1.79769313486232e+308,0.07,0.01
33,1970,92,6.4,0.6,1.5,0.4,0.1,0.1,0.38,0.31,0.07,0
33,1975,88.4,10.1,1.1,1.4,0.4,0.1,0.1,0.49,0.43,0.06,0
33,1980,88.2,10.4,1.5,1.3,0.4,0.1,0.1,0.5,0.44,0.06,0
33,1985,79.2,19.4,1.1,1.2,0.4,0.1,0.1,0.75,0.7,0.05,0
33,1990,73.5,25.3,0.6,1.1,0.3,0.1,0.1,0.91,0.85,0.05,0
34,1960,76.5,21,5.9,2,0.6,0.4,0.3,1.1,0.96,0.13,0.02
34,1965,80.5,17.3,4.9,1.8,0.5,0.4,0.3,0.92,0.8,0.11,0.01
34,1970,83,15.1,4.3,1.5,0.4,0.4,0.3,0.81,0.69,0.1,0.01
34,1975,69.6,28.4,8,1.6,0.5,0.4,0.3,1.33,1.21,0.11,0.01
34,1980,71.2,26.4,7.4,2,0.6,0.5,0.3,1.3,1.16,0.13,0.02
34,1985,72.3,24.7,7,2.4,0.7,0.6,0.4,1.3,1.13,0.15,0.02
34,1990,73.1,23.4,6.6,2.8,0.8,0.7,0.5,1.32,1.11,0.18,0.02
36,1960,96.5,2.1,1.9,1.3,0.7,0.1,0.1,0.33,0.24,0.09,0
36,1965,96.2,2.5,0.9,1.2,0.5,0.1,0.1,0.29,0.21,0.08,0
36,1970,95.7,2.9,0.4,1.3,0.4,0.1,0.1,0.3,0.22,0.08,0
36,1975,94.2,4.2,0.2,1.5,0.3,0.1,0.1,0.36,0.27,0.09,0
36,1980,91.9,5.9,0.1,2,0.3,0.1,0.1,0.49,0.36,0.12,0
36,1985,89.3,7.8,0.1,2.7,0.3,0.1,0.1,0.64,0.48,0.15,0
36,1990,86.8,9.6,0.1,3.4,0.3,0.2,0.1,0.78,0.59,0.19,0.01
38,1960,50,23,14.9,27.1,6.8,0,0,4.07,3.22,0.85,0
38,1965,46.4,29.2,5.3,24.2,5.8,0.2,0.2,3.69,2.92,0.76,0.01
38,1970,43.7,26.4,5.6,26.9,6,3.1,2.3,4.31,3.22,0.98,0.11
38,1975,40.2,33.1,2.8,23.8,4,2.9,2.2,4.07,3.13,0.84,0.1
38,1980,36.8,40.2,1.4,21.6,2.8,1.4,1,3.79,3.07,0.68,0.05
38,1985,26.5,45.6,0.7,26.4,2.8,1.5,1.1,4.43,3.57,0.8,0.05
38,1990,23.8,49.7,0.4,24.5,2.2,2,1.5,4.44,3.61,0.77,0.07
39,1960,98.9,0.9,0.1,0.2,0.1,0,0,0.04,0.03,0.01,0
39,1965,98.7,1.1,0.1,0.2,0.1,0,0,0.04,0.03,0.01,0
39,1970,97.8,1.9,0,0.3,0.1,0,0,0.07,0.05,0.02,0
39,1975,95.5,3.8,0,0.6,0.2,0.1,0.1,0.14,0.1,0.04,0
39,1980,92.3,6.4,0,1.1,0.5,0.2,0.1,0.26,0.18,0.08,0.01
39,1985,88.8,9.1,0,1.8,0.9,0.3,0.2,0.41,0.27,0.13,0.01
39,1990,84.4,11.7,0,3.4,1.2,0.5,0.4,0.64,0.39,0.23,0.02
40,1960,75.5,19,2.7,5.2,1.9,0.2,0.2,1.47,1.31,0.15,0.01
40,1965,75.8,19.5,4.3,4.5,1.8,0.2,0.1,1.47,1.33,0.13,0.01
40,1970,74.6,21,3.5,4.2,1.2,0.2,0.1,1.45,1.33,0.11,0.01
40,1975,56.3,34.6,8.3,8.9,2.6,0.2,0.2,2.69,2.44,0.24,0.01
40,1980,55.4,38.6,3.7,5.4,0.9,0.6,0.4,2.34,2.17,0.15,0.02
40,1985,51.5,39.3,1.6,8.1,1,1.1,0.8,2.64,2.37,0.23,0.04
40,1990,46.1,40.6,0.7,12,1.2,1.4,1,3.09,2.72,0.32,0.05
42,1960,99,0.8,0.1,0.2,0.1,0,0,0.05,0.04,0.01,0
42,1965,98,1.7,0.3,0.3,0.1,0,0,0.09,0.08,0.01,0
42,1970,96.5,3.1,1,0.4,0.1,0,0,0.17,0.15,0.02,0
42,1975,93.7,5.6,0.7,0.7,0.1,0,0,0.27,0.23,0.03,0
42,1980,87.3,7.9,0.4,4.2,0.6,0.5,0.4,0.77,0.53,0.22,0.02
42,1985,83.4,11,0.2,5,0.6,0.5,0.4,0.94,0.67,0.25,0.02
42,1990,77,15.4,0.2,7,0.7,0.5,0.4,1.28,0.92,0.34,0.02
43,1960,98.5,0.7,0.3,0.7,0.4,0.2,0.2,0.13,0.08,0.04,0.01
43,1965,96.1,2.5,0.9,1.2,0.6,0.2,0.2,0.26,0.19,0.07,0.01
43,1970,93.6,4.5,1.7,1.6,0.9,0.3,0.3,0.4,0.3,0.09,0.01
43,1975,90.8,5.5,2.1,3.2,1.7,0.5,0.5,0.65,0.45,0.18,0.02
43,1980,85,9.5,3.6,4.8,2.5,0.7,0.7,1.01,0.72,0.26,0.03
43,1985,79,12.7,4.8,6.9,3.6,1.3,1.3,1.46,1.02,0.39,0.05
43,1990,70.4,19.5,7.4,8.1,4.3,1.9,1.9,1.97,1.41,0.49,0.08
44,1960,86.6,13.3,1.1,0.1,0,0,0,0.44,0.44,0,0
44,1965,87,13.2,1,0.1,0,0,0,0.43,0.43,0,0
44,1970,86.3,13.4,0.9,0.3,0,0,0,0.45,0.45,0.01,0
44,1975,83.8,15,0.4,1.2,0,0,0,0.57,0.54,0.03,0
44,1980,78.6,20,0.3,1.3,0,0.1,0.1,0.73,0.69,0.03,0
44,1985,77.8,20.7,0.1,1.4,0.1,0.1,0.1,0.75,0.72,0.04,0
44,1990,76.3,21.9,0.1,1.7,0.1,0.2,0.1,0.82,0.77,0.04,0.01
45,1960,96.8,3.1,1.1,0,0,0,0,0.13,0.13,0,0
45,1965,95.1,4.7,0.7,0.1,0,0,0,0.17,0.17,0,0
45,1970,92.5,7.2,0.4,0.3,0.1,0,0,0.25,0.24,0.01,0
45,1975,88.4,11,0.3,0.5,0.2,0,0,0.39,0.37,0.02,0
45,1980,81.8,17,0.2,1.1,0.3,0.1,0,0.63,0.59,0.04,0
45,1985,75.3,22.3,0.1,2.2,0.6,0.1,0.1,0.9,0.82,0.08,0.01
45,1990,69.2,25.4,0.1,5.2,1.5,0.2,0.1,1.26,1.09,0.17,0.01
46,1960,82.1,17.4,1,0.4,0.2,0.1,0.1,0.81,0.78,0.03,0
46,1965,81.2,18.3,1.9,0.4,0.2,0.1,0.1,0.88,0.85,0.02,0
46,1970,79,19,2.2,1.7,1.2,0.3,0.2,1.13,1.01,0.11,0.01
46,1975,75.8,22.1,1,1.9,0.9,0.3,0.2,1.21,1.09,0.11,0.01
46,1980,64.2,29.6,0.6,6,2.1,0.2,0.1,2,1.7,0.29,0.01
46,1985,55.7,37.5,0.4,6.4,1.6,0.3,0.2,2.37,2.06,0.31,0.01
46,1990,48.2,44.3,0.2,7.1,1.3,0.4,0.3,2.73,2.38,0.34,0.01
47,1960,60,39.6,3.4,0.4,0.1,0,0,1.11,1.09,0.02,0
47,1965,59.6,40,3.5,0.4,0,0,0,1.12,1.11,0.02,0
47,1970,55.2,44,4,0.5,0,0.2,0.1,1.27,1.24,0.03,0.01
47,1975,50.8,47.6,1.8,1.3,0,0.2,0.1,1.38,1.31,0.06,0.01
47,1980,45.7,51.7,0.9,2.2,0.1,0.3,0.2,1.55,1.44,0.11,0.01
47,1985,46.4,50.1,0.4,3,0.1,0.6,0.4,1.61,1.44,0.15,0.02
47,1990,46.7,49.2,0.2,3.2,0.1,0.9,0.7,1.66,1.44,0.19,0.03
49,1960,0,82.4,26.7,15.5,6.6,0.5,0.3,5.26,4.23,1.01,0.02
49,1965,0,81.8,26.5,17.7,7.6,0.5,0.4,5.51,4.34,1.15,0.02
49,1970,1.1,36,11.7,62.3,26.7,0.7,0.5,9.21,5.21,3.97,0.02
49,1975,1.5,40.2,13,57.1,24.5,1.1,0.8,8.82,5.09,3.68,0.04
49,1980,0.9,65.2,21.1,32,13.7,1.9,1.3,6.85,4.62,2.16,0.06
49,1985,2.6,56.4,18.3,36.7,15.7,4.3,3,7.5,4.7,2.65,0.15
49,1990,2.2,50.1,16.2,41.1,17.6,6.6,4.6,8.18,4.85,3.11,0.22
50,1960,1.7,44.6,25.4,41.5,20.2,12.3,2.6,8.22,5.33,2.59,0.3
50,1965,4.7,44.5,24.8,38.6,15.9,12.3,2.6,7.8,5.13,2.37,0.3
50,1970,1.4,37,19.5,48.2,20,13.4,2.9,8.56,5.39,2.85,0.32
50,1975,1.9,30.2,12,39.4,16.5,28.5,6.1,9.42,5.34,3.39,0.69
50,1980,2.2,23.6,9.4,39.6,16.9,34.7,7.5,10.07,5.45,3.78,0.84
50,1985,1.4,19.4,14.5,62.3,24.9,17,3.7,9.82,5.78,3.64,0.41
50,1990,1.1,15.6,11.6,63.7,28,19.6,4.2,10.22,5.81,3.93,0.48
51,1960,17.3,72.3,22,7.9,2.7,2.4,1.7,3.95,3.45,0.41,0.08
51,1965,20.6,68.9,19.7,7.7,2.6,2.8,1.9,3.81,3.29,0.42,0.09
51,1970,20.6,69,12.1,7.6,2.6,2.8,1.9,3.57,3.06,0.42,0.09
51,1975,16,67.5,17.7,11,4.5,5.4,3.8,4.41,3.54,0.69,0.18
51,1980,16,66.1,14.8,10.6,4.8,7.2,5,4.51,3.49,0.77,0.25
51,1985,15,63,13.2,12,5.7,10,6.9,4.91,3.6,0.97,0.34
51,1990,13.5,60.1,12.2,13.8,6.8,12.5,8.7,5.34,3.75,1.17,0.42
53,1960,46.9,50.3,12.7,2.4,0.7,0.4,0.3,2.17,2.06,0.1,0.01
53,1965,44.1,53,11.6,2.4,0.6,0.5,0.3,2.23,2.11,0.1,0.02
53,1970,42.8,44.8,3.9,11.1,2.4,1.3,0.9,2.65,2.2,0.4,0.04
53,1975,43.7,44.6,6.9,9.6,3.1,2.2,1.5,2.77,2.25,0.44,0.07
53,1980,45.7,41.8,7.6,9,3.5,3.6,2.5,2.89,2.24,0.54,0.12
53,1985,46.2,39.2,7.5,9.2,4,5.4,3.8,3.13,2.28,0.67,0.18
53,1990,46.5,34.8,6.8,10.9,5.1,7.8,5.4,3.52,2.37,0.89,0.26
54,1960,66.6,29.1,4.3,4.3,1.7,0.1,0.1,1.46,1.27,0.19,0
54,1965,66,30,5.4,3.9,1.7,0.2,0.1,1.49,1.3,0.18,0.01
54,1970,64.1,31.6,6,4,1.9,0.3,0.2,1.59,1.39,0.19,0.01
54,1975,60.2,34.7,6.8,4.6,2.2,0.6,0.4,1.81,1.55,0.24,0.02
54,1980,40,53.1,10.5,5.4,2.7,1.5,1.1,2.71,2.32,0.33,0.05
54,1985,38.9,53.5,10.6,5.9,3,1.7,1.2,2.81,2.38,0.37,0.06
54,1990,37.7,53.5,10.7,5.1,2.7,3.7,2.6,3.03,2.45,0.45,0.12
56,1960,74.2,22.3,6.7,3.3,1.4,0.3,0.2,1.24,1.09,0.14,0.01
56,1965,74.2,22.2,6.1,3.4,1.5,0.3,0.2,1.23,1.07,0.15,0.01
56,1970,73.5,22.5,5.2,3.8,1.6,0.4,0.3,1.25,1.08,0.16,0.01
56,1975,71.9,22.8,4.8,4.8,2.1,0.5,0.3,1.37,1.15,0.21,0.02
56,1980,61.6,30,6.1,7.2,3.1,1.2,0.8,1.97,1.59,0.34,0.04
56,1985,60.5,31,6.2,6.5,2.8,2,1.4,2.05,1.63,0.35,0.07
56,1990,58.5,32.2,6.4,6.7,2.9,2.6,1.8,2.19,1.72,0.39,0.09
57,1960,96.1,0.3,0.1,3.3,1.5,0.2,0.2,0.41,0.23,0.18,0.01
57,1965,95.1,1.6,0.4,3.1,1.5,0.2,0.1,0.43,0.26,0.17,0.01
57,1970,88,9.1,1.5,2.7,1.3,0.2,0.1,0.65,0.49,0.15,0.01
57,1975,86.9,10.3,1.9,2.5,1.3,0.2,0.1,0.68,0.53,0.14,0.01
57,1980,81.3,12.3,2.4,5.9,3,0.4,0.3,1.16,0.82,0.32,0.01
57,1985,80.5,13,2.6,5.9,3.1,0.4,0.3,1.19,0.85,0.33,0.01
57,1990,78.8,13.8,2.7,6.8,3.5,0.5,0.3,1.33,0.93,0.38,0.02
58,1960,65.9,30.7,6.9,3.3,1.6,0.2,0.1,1.49,1.34,0.14,0.01
58,1965,65.6,31.2,8.4,3.1,1.6,0.2,0.2,1.53,1.39,0.14,0.01
58,1970,63.6,33.1,8.2,3.1,1.9,0.3,0.2,1.6,1.44,0.14,0.01
58,1975,56.3,38.1,6,5.2,3.8,0.4,0.3,1.92,1.66,0.25,0.01
58,1980,51.4,42.5,7.8,5.1,3,1,0.7,2.17,1.87,0.26,0.03
58,1985,34.1,51.1,9.9,12.7,8.3,2.2,1.5,3.45,2.72,0.66,0.07
58,1990,32.8,51.6,10.2,12.2,7.5,3.4,2.4,3.6,2.79,0.69,0.12
59,1960,16.4,77.8,25.2,5.6,2.4,0.2,0.1,2.59,2.29,0.29,0.01
59,1965,14,80.2,26,5.4,2.3,0.4,0.3,2.67,2.36,0.3,0.01
59,1970,4.6,87.5,28.4,7.2,3.1,0.7,0.5,3.07,2.63,0.41,0.02
59,1975,3.8,82.5,26.7,12.4,5.3,1.3,0.9,3.49,2.73,0.71,0.04
59,1980,3,79.4,25.7,15.8,6.8,1.8,1.3,3.78,2.81,0.92,0.06
59,1985,2.4,71.5,23.2,23.5,10.1,2.6,1.8,4.38,2.94,1.35,0.09
59,1990,4,62.8,20.4,30.4,13,2.8,1.9,4.8,2.99,1.72,0.09
60,1960,51.2,43.9,10.1,4.2,1.4,0.6,0.4,2.13,1.91,0.2,0.02
60,1965,52.5,42.8,12.7,4,1.6,0.7,0.5,2.18,1.95,0.21,0.02
60,1970,52.4,42.7,13.2,4.1,1.7,0.8,0.6,2.22,1.97,0.22,0.03
60,1975,50.9,42.9,14.6,5.1,2.2,1.1,0.8,2.42,2.09,0.28,0.04
60,1980,37.1,48.7,18,11.5,5.2,2.7,1.9,3.61,2.85,0.66,0.09
60,1985,33.4,49.7,17.9,12.9,6.2,4.1,2.8,4,3.05,0.82,0.14
60,1990,21.4,48,19,23.2,11.1,6.5,4.5,5.43,3.79,1.42,0.22
61,1960,59.5,34.3,7.1,4.7,2,1.5,1.1,1.92,1.61,0.26,0.05
61,1965,57.5,37.1,7.5,3.9,1.7,1.3,0.9,1.92,1.66,0.22,0.05
61,1970,53.9,35.6,7.1,7.4,3.2,3,2.1,2.44,1.91,0.44,0.1
61,1975,53,37.2,7.4,6.6,2.8,3.1,2.2,2.43,1.92,0.41,0.11
61,1980,52.3,38.1,7.6,5.8,2.5,3.7,2.6,2.48,1.94,0.41,0.13
61,1985,49.2,40.4,8.1,5,2.2,5.3,3.7,2.72,2.08,0.46,0.18
61,1990,46.3,40.1,8,7,3,6.6,4.6,3.08,2.26,0.6,0.22
