"SHCODE","YEAR","N0M15","PRIM15","PRICM15","SECM15","SECCM15","HIGHM15","HIGHCM15","TYRM15","PYRM15","SYRM15","HYRM15"
106,1970,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.1,0,0,0,1.79769313486232e+308,1.79769313486232e+308,0,0
106,1975,97.5,0.9,0.4,1.2,0.5,0.2,0,0.2,0.13,0.07,0.01
106,1980,87.7,9.6,3.6,2.3,1,0.5,0.1,0.71,0.57,0.13,0.01
106,1985,74.9,15.7,6,8.3,3.4,1.2,0.3,1.67,1.22,0.42,0.03
106,1990,61.3,22.6,8.6,14.5,5.9,1.7,0.6,2.66,1.9,0.71,0.05
107,1960,1.8,79.8,42.3,14.9,4,3.4,1.3,4.37,3.18,1.1,0.09
107,1965,3,75,39.7,17.5,5.3,4.5,1.8,4.67,3.17,1.37,0.13
107,1970,4,43.3,22.4,49,18.5,3.7,1.2,6.75,3.42,3.22,0.1
107,1975,4.5,40.3,20.9,49.6,18.2,5.6,0.3,6.94,3.43,3.4,0.12
107,1980,0,37.1,19.2,58.6,22.2,4.3,0.4,7.58,3.64,3.84,0.09
107,1985,1.5,34.5,17.9,56.6,21.6,7.2,2.3,7.78,3.6,3.99,0.19
107,1990,2.6,31.2,16.2,55.9,21.2,10.2,4.1,8.09,3.59,4.21,0.29
108,1960,1.8,60.7,37.5,31.1,8.9,6.4,4.7,7.87,6.07,1.59,0.22
108,1965,1.6,57.7,40,33.3,8.9,7.4,5.1,8.23,6.27,1.71,0.25
108,1970,1.4,53,49.5,36.7,12.7,8.7,5.7,9.07,6.77,2.01,0.29
108,1975,1.9,50,32,38.3,9.5,9.9,6.2,8.58,6.24,2.02,0.32
108,1980,2.2,46.4,24.6,39.5,9.6,11.9,7.8,8.67,6.09,2.19,0.4
108,1985,2.4,43,21.1,40.3,9.7,14.3,9.7,8.91,6.07,2.36,0.48
108,1990,2.7,40,19,40.6,10,16.7,11.8,9.16,6.07,2.52,0.57
109,1960,10.9,61.8,43.5,25.5,9.5,2,1.2,6.04,4.81,1.17,0.06
109,1965,10.9,59,27.9,28.3,10.7,1.8,1.1,5.75,4.41,1.28,0.06
109,1970,11.6,56.5,22.2,30.2,12.2,1.7,1,5.7,4.27,1.37,0.05
109,1975,13.1,41.2,14.9,35.3,12.7,10.4,7.1,6.84,4.43,2.07,0.35
109,1980,12.3,38.4,13.4,40.3,15.3,9,5.8,7.02,4.51,2.21,0.3
109,1985,11.4,30.5,10.5,44.3,17.8,13.8,9.2,7.87,4.72,2.69,0.46
109,1990,11.5,27.8,9.6,46.8,19.5,14,8.9,8.05,4.77,2.83,0.46
110,1960,1.8,40,22,43.8,15.6,14.4,8.9,10.26,8.03,1.76,0.47
110,1965,1.5,40.9,22.5,47.1,15.9,10.5,6.2,10.05,8.03,1.68,0.33
110,1970,1.8,37.7,20.8,46.7,17.2,13.8,7.5,10.33,8.08,1.83,0.43
110,1975,2.1,37,20.3,45.3,16.9,15.6,8.2,10.41,8.06,1.87,0.48
110,1980,1.9,34.9,19.2,46.4,16.5,16.8,9.3,10.58,8.12,1.93,0.52
110,1985,2,32.8,18,47.1,16.9,18,10,10.72,8.15,2,0.56
110,1990,0,39.7,21.8,44.2,39.4,16,8.5,10.98,8.18,2.31,0.49
111,1960,1.4,88.4,47.1,5.9,0.2,4.3,2.3,7.37,7.02,0.22,0.13
111,1965,1.2,82.7,44.1,11.1,1.3,4.9,2.4,7.63,7.15,0.33,0.15
111,1970,1.3,68,36.3,24.6,5.2,6.1,2.8,8.26,7.45,0.63,0.18
111,1975,0.4,63.5,33.8,26.4,10.9,9.7,3.5,8.75,7.63,0.85,0.26
111,1980,1.4,46.4,24.7,40,25.5,12.2,5.5,9.6,7.9,1.35,0.35
111,1985,1,51.4,27.3,34.4,18.2,13.2,6.1,9.4,7.83,1.19,0.39
111,1990,0,48,25.5,37.2,17.2,15,6.8,9.7,8,1.26,0.44
112,1960,0.5,89,52.4,7,2.2,3.4,1.4,4.74,4.05,0.58,0.1
112,1965,1,84.1,49.2,10.5,1.9,4.4,1.7,4.98,4.08,0.78,0.12
112,1970,1.2,81,46.4,14,2.5,3.9,0.6,5.07,4.08,0.91,0.09
112,1975,1,74.6,39.8,17.9,3.7,6.3,2,5.49,4.07,1.26,0.16
112,1980,1,63,24.9,27.7,9.4,8.3,3.6,6.21,4,1.97,0.24
112,1985,0.9,58.3,26,30.4,7.3,10.4,4.7,6.62,4.15,2.17,0.3
112,1990,0.6,54.7,25.1,31.6,7.7,13.1,6,7.02,4.23,2.41,0.38
113,1960,1.8,77.3,41,19,5.6,1.8,0.5,7.81,7.2,0.56,0.05
113,1965,1.6,75.6,40.1,19.9,7.1,2.8,1,7.98,7.25,0.65,0.08
113,1970,1.4,74.7,39.6,20.2,7.3,3.7,1.3,8.1,7.3,0.7,0.1
113,1975,0.5,75.5,40.1,17,5.4,6.9,2.4,8.28,7.36,0.73,0.19
113,1980,0.2,72.9,38.7,18.8,4.4,8.1,3.1,8.46,7.45,0.79,0.22
113,1985,1.1,67.8,36.1,22,6.7,9.1,3.2,8.66,7.47,0.94,0.25
113,1990,2.4,62.7,33.3,22.4,7.4,12.4,5.2,8.91,7.46,1.09,0.35
114,1960,8.3,67.8,45.7,20.6,6.7,3.3,2.5,5.97,4.84,1.02,0.12
114,1965,8.6,64,44.8,23.2,7.6,4.2,2.8,6.23,4.91,1.18,0.14
114,1970,7.8,61.8,43.1,24.8,9.2,5.6,3.6,6.51,4.97,1.36,0.19
114,1975,7.3,58.1,41.8,27.4,11.1,7.3,4.8,6.91,5.08,1.59,0.24
114,1980,4,56.8,44.4,27.8,15,11.4,8.9,7.76,5.39,1.97,0.41
114,1985,4,52.6,50.2,30.3,14,13,9.7,8.25,5.68,2.11,0.45
114,1990,2.1,45.9,36.2,46.1,39.7,5.9,3.2,9.2,6.09,2.92,0.18
115,1960,2.7,86,51.2,6,0.1,5.3,4.6,6.98,6.39,0.39,0.2
115,1965,2,81.4,51.5,11.3,1.6,5.1,4,7.38,6.63,0.56,0.18
115,1970,2.8,85.8,69.2,6.7,1.3,4.7,3.5,7.68,7.12,0.4,0.16
115,1975,3,82.6,61.9,8.7,1.6,5.6,4.1,7.62,6.92,0.5,0.19
115,1980,0.8,55.2,46.6,35.8,11.7,8.4,6.9,9.45,7.61,1.53,0.31
115,1985,0.9,52.4,39.3,37.7,12.1,8.8,7.5,9.32,7.39,1.61,0.33
115,1990,0.9,48.9,32.6,40.3,12.6,9.8,8.3,9.36,7.27,1.73,0.36
116,1960,1,81.1,43.4,12.4,2.4,5.5,2.6,5.82,4.81,0.85,0.16
116,1965,0.7,74.2,39.7,19.1,4.2,6,2.8,6.26,4.92,1.16,0.18
116,1970,1.3,67.1,35.8,24.6,6.4,7,3.1,6.67,4.98,1.48,0.2
116,1975,1.7,59.8,31.9,30,8.1,8.5,3.6,7.12,5.06,1.82,0.24
116,1980,1.5,54,28.8,34.3,10.1,10.2,4.4,7.59,5.15,2.15,0.29
116,1985,1.6,48.4,25.8,38.5,12.2,11.5,5.5,8.01,5.22,2.45,0.34
116,1990,1.9,43,22.9,42.4,14,12.6,6.4,8.38,5.28,2.72,0.38
117,1960,4.4,67.1,36,24.6,9,3.9,1.9,6.16,4.8,1.24,0.12
117,1965,4,64.6,34.6,26.5,8.9,4.9,2.2,6.35,4.86,1.35,0.14
117,1970,3.6,61.1,32.7,29.2,9.5,6.1,2.7,6.64,4.93,1.53,0.18
117,1975,2.8,56.7,30.4,32.4,10,8,3.3,7.03,5.04,1.76,0.23
117,1980,2.7,51.9,27.8,35.8,11.3,9.6,4.3,7.39,5.12,1.99,0.28
117,1985,3.8,43.8,23.4,40.6,12.3,11.8,5.3,7.8,5.16,2.3,0.34
117,1990,6.9,37.3,19.9,41.1,13.7,14.7,6.5,8.02,5.07,2.53,0.42
118,1960,8,70.5,42.6,18.8,5.6,2.8,1,5.05,3.91,1.07,0.08
118,1965,7,68.4,43.3,20.7,6.2,3.8,1.5,5.37,4.02,1.24,0.11
118,1970,4.7,64,47.3,28.2,9,3.1,0.5,5.96,4.35,1.54,0.07
118,1975,4.2,60.7,34.1,29.3,9.2,5.8,1.7,6.08,4.12,1.8,0.15
118,1980,12.2,39.3,19.7,44.1,14.6,4.3,0.7,6.4,3.9,2.4,0.1
118,1985,11.2,38,18.2,44.1,13,6.7,2.4,6.63,3.94,2.51,0.18
118,1990,10.5,37.2,17.5,43.1,12.4,9.3,3.9,6.9,3.98,2.65,0.26
121,1960,2,83.2,44.4,12.9,3.7,1.9,0.4,5.37,4.71,0.61,0.04
121,1965,2.3,76.6,40.8,16.9,2.8,4.2,0.9,5.73,4.79,0.84,0.1
121,1970,2.7,33.8,17.9,55.3,9.6,8.3,3,8.03,5.36,2.44,0.22
121,1975,3.3,31.3,16.6,54.2,9.8,11.2,4.5,8.26,5.36,2.59,0.31
121,1980,4.1,28.7,15.2,53.3,10.3,13.9,6.1,8.49,5.35,2.74,0.4
121,1985,4.5,26.5,14,52.5,10.8,16.5,7.8,8.73,5.35,2.89,0.49
121,1990,4.1,26.1,13.8,50.3,11.2,19.5,9.5,8.97,5.38,3.01,0.58
122,1960,2,78.7,41.9,16.4,5.6,2.9,0.9,5.69,4.78,0.83,0.08
122,1965,7.8,70.1,37.2,18.3,5.8,3.8,1.2,5.6,4.55,0.96,0.1
122,1970,0.8,63.8,33.9,26.6,9.1,8.8,3.3,6.9,5.06,1.6,0.24
122,1975,2.3,57.2,30.3,29.6,9.4,10.9,4.2,7.18,5.06,1.83,0.3
122,1980,2.2,50.8,27,33.6,11.1,13.4,5.6,7.67,5.15,2.14,0.38
122,1985,3.6,45.4,24,36,12,15,6.3,7.91,5.14,2.34,0.43
122,1990,2.3,43.3,23,37,12.6,17.5,7.3,8.28,5.25,2.54,0.49
123,1960,4.7,67.1,39.6,23.8,9.4,4.5,3.2,7.54,6.54,0.85,0.15
123,1965,4.8,65.8,39.5,24.5,7.5,4.8,3.3,7.56,6.56,0.83,0.16
123,1970,2.3,63,44,29.1,9.3,5.7,3.3,8.24,7.06,1,0.18
123,1975,2,60.8,44.1,30.1,8.8,7.1,4.2,8.47,7.18,1.06,0.23
123,1980,1.4,49.9,41.4,43.2,13.9,5.5,3,9.08,7.55,1.36,0.17
123,1985,1.8,46.6,35.3,44.3,14.5,7.2,4.9,9.1,7.4,1.46,0.24
123,1990,0.8,39.7,35.9,52.3,17.1,7.2,4.7,9.7,7.79,1.68,0.24
124,1960,37,56.9,27,4.5,1.5,1.7,0.6,2.34,1.92,0.37,0.05
124,1965,32.1,59.1,41.8,6.7,1.4,2.2,0.8,2.95,2.37,0.52,0.06
124,1970,30.6,58,43.6,9.2,2.1,2,0.5,3.18,2.48,0.65,0.05
124,1975,28.4,58.2,32.5,10.2,2.9,3.3,1,3.23,2.35,0.8,0.08
124,1980,16.3,61.9,31,17.2,6.2,4.7,1.8,4.18,2.74,1.32,0.13
124,1985,17.1,59.3,28.4,18.1,6.2,5.4,2.3,4.26,2.7,1.41,0.15
124,1990,16.3,60.3,28.3,16.3,6.1,7,2.8,4.34,2.71,1.43,0.2
125,1960,25,68.5,41.7,2.2,0.1,4.4,2.3,3.65,3.08,0.44,0.13
125,1965,32.4,59.1,39,4.7,0.5,3.8,1.8,3.54,2.88,0.55,0.11
125,1970,6.9,79.7,66.3,8.7,3.5,4.8,2.1,5.35,4.32,0.89,0.14
125,1975,6.9,73.4,46.4,12.8,2.3,7,2.6,5.45,3.98,1.28,0.19
125,1980,3.7,58.6,34.9,28.3,13.4,9.4,4.1,6.98,4.22,2.49,0.27
125,1985,2.4,60.5,27.6,30.3,14.7,6.8,2.3,6.68,4.06,2.44,0.18
125,1990,2.3,54.8,17,32.9,10.9,9.9,3.9,6.99,3.94,2.78,0.28
126,1960,0,46.3,25.3,47.6,24,6.6,3.8,8.46,5.4,2.85,0.21
126,1965,0,48,21.2,45.1,27.8,6.9,3.6,8.35,5.19,2.95,0.21
126,1970,1,45.6,7.4,46,33.1,7.3,3.2,8.21,4.78,3.22,0.21
126,1975,1.6,44,14.7,40.7,36.5,13.7,6.9,9.09,5.03,3.65,0.41
126,1980,3,33.1,13.8,47.3,39.1,16.6,9.3,9.91,5.24,4.15,0.52
126,1985,3.3,32,14.3,47.1,28.7,17.6,10,9.61,5.27,3.79,0.55
126,1990,3.2,30.4,14,47.8,24.2,18.6,10.7,9.61,5.32,3.7,0.59
127,1960,0.2,63.6,33.8,23.6,9.4,12.6,7.2,7.24,5.09,1.75,0.4
127,1965,0.2,64.8,34.5,22.3,9.4,12.7,7.1,7.19,5.08,1.71,0.39
127,1970,4.6,58.5,31.1,23.9,10.2,13.1,7.2,7.12,4.9,1.81,0.4
127,1975,6.4,53.6,28.5,26.3,13.1,13.7,7.4,7.29,4.86,2.01,0.42
127,1980,1.9,25.7,13.6,57.4,47.9,15,7.7,10.04,5.52,4.06,0.45
127,1985,4.4,20.7,10.9,58.5,34,16.4,8.3,9.7,5.44,3.76,0.5
127,1990,5.8,18.7,9.8,57,29.5,18.5,9.3,9.65,5.38,3.71,0.56
128,1960,43.2,49.2,29.6,6.6,1.9,1,0.2,2.69,2.35,0.31,0.02
128,1965,38.5,49.8,32,9.5,2.8,1.9,0.6,3.15,2.61,0.48,0.05
128,1970,36.7,48.5,24.6,11.9,2.9,2.8,0.9,3.25,2.57,0.61,0.07
128,1975,33.9,48.5,23.2,15.4,4.3,2.2,0,3.44,2.67,0.72,0.04
128,1980,27,50,23.4,18.5,5,4.5,1.9,4.09,2.99,0.98,0.13
128,1985,30.3,43.4,20.2,20.7,5.8,5.6,2.2,4.19,2.91,1.13,0.16
128,1990,30.4,38.7,18,23.5,6.4,7.4,2.8,4.51,2.96,1.34,0.21
129,1960,2,66.8,62.9,29,1.6,2.2,0.6,7.83,6.72,1.05,0.06
129,1965,4.6,61,39.2,30.9,3.1,3.5,1.2,7.24,5.92,1.23,0.09
129,1970,6.8,52.9,28.1,32.3,4.2,8,3.9,7.48,5.66,1.58,0.24
129,1975,6.3,46.7,22.9,34.8,5.2,12.3,6.3,8.03,5.73,1.93,0.37
129,1980,5.8,43.6,20.7,37.2,6.2,13.4,6.9,8.3,5.79,2.1,0.41
129,1985,5.8,40.6,19.1,39,7.2,14.5,7.5,8.54,5.84,2.26,0.44
129,1990,5.5,38.6,18,39.6,8.1,16.2,8.4,8.79,5.89,2.41,0.49
130,1960,11,73,7.5,14,4.2,2.1,0.2,4.99,4.5,0.45,0.04
130,1965,21,60,36.9,15.3,4,3.7,1.5,6.03,5.39,0.53,0.1
130,1970,9.9,61.8,28.3,23.7,5.8,4.6,2,6.77,5.86,0.77,0.13
130,1975,11.2,54.5,21.4,27.1,6.9,7.1,3.4,6.94,5.77,0.96,0.21
130,1980,7.2,52.6,22.8,32.9,9.3,7.2,3.8,7.57,6.22,1.13,0.22
130,1985,8.2,47.7,21.3,35.6,10.6,8.5,5.5,7.83,6.29,1.26,0.28
130,1990,9.6,43.2,19.6,37.7,11.7,9.4,6.6,7.97,6.29,1.36,0.32
131,1960,0,29,16,67.4,27.4,3.6,1.2,9.39,6.55,2.75,0.1
131,1965,0.8,29.9,16.5,63.8,24.4,5.4,2,9.3,6.47,2.67,0.15
131,1970,0.8,22.7,12.5,47.3,16.3,29.2,15.8,10.69,6.59,3.21,0.9
131,1975,3.2,20.1,11.1,47.8,16.4,28.9,15.4,10.56,6.46,3.21,0.89
131,1980,0.8,22.8,12.6,47.6,16.7,28.8,15.5,10.68,6.59,3.2,0.89
131,1985,1.8,20.8,11.5,48.6,16.8,28.8,15.6,10.67,6.55,3.23,0.89
131,1990,2.1,20.5,11.3,48,17.2,29.4,15.9,10.69,6.53,3.25,0.91
132,1960,8.3,80.1,27.2,6.7,1.4,4.9,3.4,5.74,5.22,0.36,0.17
132,1965,11.3,75.8,15.1,9,1.9,3.9,2.7,5.18,4.67,0.37,0.13
132,1970,13.7,63.2,26.7,19.8,2.8,3.3,2.2,6.14,5.45,0.59,0.11
132,1975,9,61.7,23.4,26,10.2,3.3,1.8,6.7,5.74,0.86,0.1
132,1980,7.2,56.9,24.8,32.7,9,3.1,1.8,7.19,6.14,0.96,0.1
132,1985,5,51.3,21,39,13.9,4.8,2.9,7.81,6.4,1.25,0.15
132,1990,4.2,50.1,26.3,39.3,13.8,6.5,2.8,8.22,6.71,1.32,0.19
133,1960,0,33.6,17.9,60.7,18.4,5.7,1.6,9.78,7.37,2.26,0.15
133,1965,0.7,31.8,17,60.6,17.7,6.9,1.9,9.83,7.35,2.3,0.18
133,1970,3.3,28,14.9,60,17.4,8.7,2.3,9.8,7.21,2.37,0.22
133,1975,0.7,13.8,7.3,60.5,17.5,24.9,8.5,11.54,7.68,3.2,0.67
133,1980,1,8.3,4.4,58.9,17.1,31.9,11,12.12,7.77,3.49,0.86
133,1985,0.8,9.6,5.1,57.1,16.9,32.5,11.2,12.1,7.75,3.47,0.87
133,1990,0,31.1,16.5,27.8,11.5,41.1,14.6,11.57,7.42,3.04,1.11
134,1960,81,6.9,3,12.2,3.5,0,0,1.42,1.03,0.39,0
134,1965,80,9,3.2,11,2.6,0,0,1.37,1.03,0.34,0
134,1970,72.2,18.7,1.3,9,1.6,0,0,1.41,1.14,0.27,0
134,1975,66,23.1,10.2,10.7,1.2,0,0,1.94,1.64,0.3,0
134,1980,64.6,24.4,12.9,10.6,0.4,0.4,0,2.09,1.78,0.3,0.01
134,1985,58,29.8,13.9,11.6,1.5,0.7,0.2,2.43,2.05,0.36,0.02
134,1990,53.1,34.7,17,11.2,2.5,1.1,0.4,2.71,2.29,0.39,0.03
140,1960,67.2,31.1,10.3,1.7,0.2,0,0,1.4,1.34,0.06,0
140,1965,61.8,33.6,7,4.3,1,0.3,0,1.68,1.49,0.18,0.01
140,1970,55.4,36,14,7.6,1.3,1.1,0.2,2.37,2.02,0.33,0.03
140,1975,40.8,46.4,14.5,11.2,1.9,1.5,0.1,3.1,2.59,0.48,0.03
140,1980,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.9,0.8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.07
140,1985,36.9,38.4,16.6,24.2,13.8,0.6,0.1,4.31,3.13,1.18,0.01
140,1990,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.5,0.5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.08
141,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.2,1.4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.07
142,1960,62.9,28.5,12.2,8,2.9,0.7,0.5,1.93,1.45,0.45,0.02
142,1965,39.8,49.8,16.2,9.9,3.3,0.6,0.1,2.72,2.17,0.53,0.01
142,1970,40.6,46,16.7,12.4,2.5,1,0.4,2.91,2.24,0.64,0.03
142,1975,42.6,40.1,18.2,15.9,2.8,1.5,0.7,3.19,2.32,0.82,0.04
142,1980,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.1,0.9,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.06
150,1960,7.5,76,48.6,10.9,2.5,5.7,3.9,6.99,6.31,0.49,0.19
150,1965,7.1,73.1,46.8,14.5,3.6,5.2,4.3,7.14,6.38,0.57,0.19
150,1970,7.3,67.9,43.5,18.6,4.4,6.2,4,7.36,6.44,0.71,0.2
150,1975,6.7,63.8,41.2,22.3,5.9,7.2,4.8,7.65,6.56,0.85,0.24
150,1980,5.9,60.9,40.4,25.4,7.3,7.8,5.6,7.94,6.71,0.97,0.27
150,1985,3.9,58.8,42,28.1,8.1,9.2,6.1,8.41,7.01,1.09,0.31
150,1990,2.8,44.7,35.7,39.9,13.2,12.3,8.3,9.36,7.39,1.55,0.41
151,1960,0.6,70.5,24.2,25.4,11.4,3.4,1.8,7.84,6.86,0.87,0.1
151,1965,3.1,67.7,23.2,24.4,7.9,4.8,2.6,7.71,6.72,0.84,0.15
151,1970,0.4,42.7,14.2,52,18.4,5,3.1,9.46,7.69,1.61,0.16
151,1975,2.5,41.7,13.8,49.6,17.4,6.2,3.8,9.3,7.52,1.59,0.2
151,1980,0.3,37.2,12.4,55.6,20.4,6.8,4,9.85,7.84,1.79,0.22
151,1985,1.2,39.7,13.4,51.1,18.7,7.9,5.3,9.68,7.71,1.71,0.26
151,1990,0.2,26,8.6,64.5,21.6,9.3,6.4,10.6,8.2,2.09,0.31
152,1960,0.8,31.2,9.5,55.4,19.8,12.6,8.5,9.5,7.07,2.01,0.42
152,1965,0.8,31.7,9.8,55.1,19.4,12.3,10,9.49,7.06,1.98,0.45
152,1970,0.5,28.9,8.9,56.7,17.8,13.9,9.4,9.67,7.16,2.05,0.47
152,1975,0.3,27,8.4,57.6,18.4,15.2,10.6,9.88,7.24,2.13,0.51
152,1980,0.5,18.8,5.9,63.9,20.6,16.8,11.5,10.37,7.44,2.36,0.56
152,1985,3.3,16.4,5.1,61.8,20.8,18.6,12.9,10.31,7.29,2.4,0.63
152,1990,5.5,14.3,4.4,60,20.7,20.2,14.6,10.28,7.16,2.42,0.7
153,1960,9.1,59,17.9,28.4,10.4,3.4,2.3,6.65,5.62,0.91,0.11
153,1965,6.7,62,24.1,28.1,9.3,3.2,1.8,6.92,5.95,0.87,0.1
153,1970,6.7,60.9,25.7,28.4,9,4,2.4,7.09,6.06,0.91,0.13
153,1975,7.3,9.6,7.8,78.3,28.4,4.8,3.1,9.83,7.34,2.33,0.16
153,1980,7.1,12.4,8.7,74.7,27.3,5.8,3.8,9.75,7.29,2.27,0.19
153,1985,5.8,15.8,9.7,72.3,25.3,6.1,4.4,9.69,7.29,2.2,0.21
153,1990,2.2,16.6,8,74.5,25.7,6.6,4.4,9.96,7.47,2.27,0.22
154,1960,1.5,53,32.7,40,14,5.4,2.8,8.53,7.07,1.3,0.16
154,1965,1.5,43.6,26.9,49.1,16.6,5.8,2.3,8.92,7.21,1.55,0.16
154,1970,0.5,33.5,20.8,58.1,20.5,7.9,4.2,9.59,7.45,1.89,0.24
154,1975,2.4,29.2,18.3,58.8,17.7,9.6,5.8,9.59,7.37,1.91,0.31
154,1980,1,31,19.4,59.6,9.7,9.1,5.3,9.56,7.52,1.75,0.29
154,1985,0.9,28.1,18.3,60.3,19.3,10.8,7,9.92,7.54,2.02,0.36
154,1990,0,14,11,72.9,24.2,13.2,8.9,10.79,7.89,2.47,0.44
155,1960,33.7,58.6,38.1,5.7,1.3,2.1,1.2,3.76,3.37,0.33,0.07
155,1965,38.7,52.7,34.9,6.3,1.6,2.4,1.3,3.61,3.15,0.38,0.08
155,1970,10.5,79.5,50.5,7,1.7,3,1.6,5.03,4.5,0.44,0.09
155,1975,13.8,73.4,45.6,8.3,1.6,4.6,1.9,5.04,4.34,0.57,0.13
155,1980,7.4,43.9,23.4,43.6,13.3,5.1,2.2,7.1,4.94,2.01,0.14
155,1985,6.4,42.4,20.1,43.7,12.8,7.6,3.2,7.31,4.95,2.15,0.22
155,1990,6.1,40.8,18.6,44.1,13.5,9.1,4.9,7.52,4.97,2.27,0.28
