"SHCODE","YEAR","N0M25","PRIM25","PRICM25","SECM25","SECCM25","HIGHM25","HIGHCM25","TYRM25","PYRM25","SYRM25","HYRM25"
123,1990,0.9,37.7,33.4,52.6,20.3,8.9,7.6,9.91,7.76,1.81,0.33
124,1960,36.4,57.3,27.3,4.6,2,1.9,1,2.41,1.95,0.4,0.06
124,1965,37.4,56.5,40,3.7,1.7,2.4,1.2,2.64,2.18,0.39,0.07
124,1970,34.1,54.3,38.4,8.9,3.9,2.5,1.3,3.08,2.31,0.7,0.08
124,1975,29.6,57,31.9,10.1,4.4,3.4,1.9,3.25,2.31,0.83,0.11
124,1980,20.5,62.5,31.4,12.1,5.4,5,2.8,3.79,2.57,1.07,0.16
124,1985,19.9,61.6,29.5,12.6,5.6,5.9,3.3,3.9,2.56,1.15,0.18
124,1990,19,61.8,29.1,12.6,5.6,6.6,3.8,4,2.59,1.2,0.21
125,1960,40.9,48,29,6.5,2.7,4.7,2.9,3.39,2.49,0.75,0.15
125,1965,42,46.5,30.5,6.7,2.9,4.9,3,3.44,2.51,0.78,0.16
125,1970,7.8,79.7,66.5,7.3,3.5,5.4,3.3,5.31,4.29,0.85,0.17
125,1975,9.5,75.5,47.6,8.7,4.1,6.4,3.9,5.05,3.83,1.01,0.21
125,1980,2,73.6,43.8,15.5,7.5,8.9,5.6,6.07,4.16,1.63,0.29
125,1985,2.9,68.4,30,20.3,11,8.3,5.4,6.08,3.89,1.91,0.27
125,1990,2.5,62.7,19.1,23.9,11.3,11,7.2,6.47,3.79,2.32,0.36
126,1960,0.2,57.7,31.5,34.3,19.5,7.8,5.2,7.82,5.2,2.36,0.26
126,1965,0.8,54.6,24.2,36.4,24.8,8.2,5.4,7.96,5.04,2.65,0.27
126,1970,1,53.7,6.4,36,30.8,9,5.9,7.75,4.51,2.95,0.3
126,1975,1.8,51.8,17.4,32.3,30.3,14.1,9.1,8.72,4.86,3.4,0.46
126,1980,2.8,36.7,15.3,43.7,37.3,16.8,11,9.72,5.19,3.98,0.56
126,1985,3.3,35,15.7,43.8,30.9,17.9,11.8,9.61,5.22,3.8,0.59
126,1990,3,33,15.2,45.2,26.9,18.8,12.6,9.66,5.29,3.75,0.63
127,1960,0.2,64.9,34.4,22.7,9.9,12.2,7.7,7.18,5.07,1.71,0.4
127,1965,0.2,64.1,34,23.5,11.4,12.2,7.6,7.26,5.09,1.78,0.4
127,1970,4.6,62.2,33,20.9,11.6,12.3,7.6,6.97,4.85,1.72,0.4
127,1975,3.9,63.9,34,19.4,13,12.8,7.9,7.02,4.87,1.74,0.41
127,1980,1.9,29.5,15.6,52.3,44.1,16.3,9.9,9.87,5.47,3.87,0.53
127,1985,4.3,27.2,14.4,51.1,35.4,17.4,10.6,9.56,5.36,3.64,0.56
127,1990,5.8,24,12.6,51.5,30,18.8,11.5,9.48,5.31,3.57,0.6
128,1960,37.9,51.5,30.4,9.4,4.1,1.3,0.8,3.11,2.58,0.48,0.04
128,1965,42.9,46.2,27.7,8.6,3.8,1.9,1.1,2.92,2.37,0.49,0.06
128,1970,46.8,42,21.5,8.5,3.7,2.7,1.6,2.76,2.15,0.53,0.08
128,1975,44.7,42.4,20.4,10,4.4,3,1.7,2.92,2.22,0.61,0.09
128,1980,36.3,46.2,21.7,11.7,5.1,5.7,3.4,3.6,2.57,0.85,0.18
128,1985,34.9,45.6,21.2,13.3,5.8,6.2,3.7,3.79,2.65,0.95,0.2
128,1990,33.3,43.6,20.2,15.7,6.9,7.4,4.5,4.11,2.75,1.12,0.24
129,1960,2,74.1,69.7,21.3,1.7,2.6,1.6,7.64,6.71,0.85,0.08
129,1965,1.8,71.1,45.8,23.3,2.9,3.8,2.3,7.13,5.99,1.02,0.12
129,1970,1.6,63.5,33.8,25.6,4.1,9.4,6.1,7.61,5.85,1.45,0.31
129,1975,4.8,53.2,26.1,27.6,5.3,14.4,9,8.03,5.72,1.85,0.47
129,1980,7.2,48,22.8,29.3,6.2,15.5,9.7,8.11,5.61,1.99,0.5
129,1985,6.6,44.6,21,32.1,7.4,16.6,10.5,8.43,5.71,2.19,0.54
129,1990,6,41.1,19.2,35.3,8.7,17.5,11.1,8.76,5.81,2.37,0.57
130,1960,20.9,69,46.6,7,2.7,3,2.6,5.85,5.42,0.31,0.11
130,1965,25.7,63,37.8,6.8,2.6,4.5,3.8,5.46,4.93,0.36,0.17
130,1970,12.9,58.6,17.7,22.5,8.8,5.9,5.1,6.41,5.33,0.86,0.22
130,1975,12.4,57.6,22.6,22.1,8.6,7.8,6.7,6.81,5.6,0.93,0.29
130,1980,7.6,51.5,22.4,31.7,12.3,9,7.7,7.78,6.21,1.24,0.33
130,1985,9.5,45,20.3,34.5,13.4,11,9.5,8.06,6.25,1.4,0.41
130,1990,10.7,39.5,18.1,37.7,14.6,12.1,10.4,8.27,6.29,1.53,0.45
131,1960,0,35.6,19,59.7,26.5,4.7,2.9,9.13,6.42,2.56,0.15
131,1965,1,35.5,18.9,57.1,25.4,6.4,3.9,9.1,6.35,2.54,0.21
131,1970,0.9,28.5,15.2,37.4,16.9,33.2,19.8,10.65,6.47,3.12,1.06
131,1975,3.8,27.7,14.7,37,16.6,31.6,19,10.32,6.28,3.02,1.01
131,1980,0.9,29.5,15.7,38.3,17.2,31.3,18.9,10.52,6.45,3.06,1
131,1985,2.1,27.1,14.4,40.1,18,30.8,18.8,10.5,6.41,3.1,0.99
131,1990,2.5,26.2,14,40.8,18.3,30.5,18.8,10.5,6.4,3.11,0.99
132,1960,13.4,70.8,23.8,8.2,3.2,7.6,5.2,5.84,5.05,0.53,0.26
132,1965,15.5,69.2,13.8,9.2,3.6,6.1,4.2,5.24,4.54,0.5,0.21
132,1970,17.6,66.7,27.8,10.8,4.3,4.8,3.3,5.69,5.03,0.5,0.16
132,1975,12.5,70,23.8,13.2,5.4,4.1,2.8,5.81,5.13,0.53,0.14
132,1980,9.7,63.1,27.6,23,9.9,4.1,2.8,6.76,5.8,0.82,0.14
132,1985,7,59.7,22.9,27.9,12.5,5.6,3.9,7.2,5.98,1.03,0.19
132,1990,5.5,54.7,28.7,34.5,15.8,5.3,3.6,7.92,6.52,1.22,0.18
133,1960,0,37.7,20.1,56.8,20,5.5,2.1,9.64,7.3,2.19,0.15
133,1965,0.9,39.5,21.1,52.6,18.5,7,2.7,9.51,7.19,2.13,0.19
133,1970,4.3,34.6,18.5,52.6,18.6,8.5,3.3,9.45,7.01,2.21,0.24
133,1975,1,18.7,9.8,56.4,20,24,9.5,11.34,7.57,3.11,0.67
133,1980,1.2,10.1,5.3,54.9,19.6,33.8,13.5,12.21,7.71,3.55,0.95
133,1985,1,11.8,6.3,53,19.1,34.1,13.6,12.16,7.69,3.51,0.96
133,1990,0,33.9,18,20.4,7.6,45.7,18.2,11.62,7.36,2.98,1.28
134,1960,77.4,13.2,5.4,9.4,2.6,0,0,1.42,1.12,0.3,0
134,1965,80,12.3,4.2,7.7,1.9,0,0,1.2,0.96,0.24,0
134,1970,82.3,14.1,0.8,3.6,0.7,0,0,0.77,0.66,0.11,0
134,1975,84.3,9.6,4.8,6,0.9,0,0,0.97,0.8,0.17,0
134,1980,78.2,15.5,6.3,6.2,0.3,0.3,0.2,1.23,1.04,0.18,0.01
134,1985,69.9,22.2,10.4,7.2,1.3,0.8,0.5,1.74,1.46,0.25,0.03
134,1990,62.2,29,14.2,7.7,2.1,1.1,0.7,2.16,1.82,0.3,0.04
140,1960,66.7,31.6,10.5,1.9,0.7,0,0,1.45,1.37,0.08,0
140,1965,71.1,26.2,2.3,2.4,0.8,0.4,0.3,1.15,1.02,0.12,0.01
140,1970,72.6,22.3,8.7,4,2,1.1,0.7,1.52,1.24,0.25,0.04
140,1975,54.9,36.7,5.6,6.6,3.4,1.7,1.1,2.23,1.77,0.4,0.06
140,1980,49.1,38.9,18.7,8.7,4.8,3.3,2.2,3.16,2.44,0.6,0.11
140,1985,44.1,35.4,12.9,19.9,11.8,0.7,0.7,3.71,2.68,0.99,0.03
140,1990,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3.3,2.5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.12
141,1960,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2.6,2.1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.09
142,1960,58.6,33,12.5,7.4,2.5,0.9,0.7,2.02,1.56,0.44,0.03
142,1965,48.5,43.6,11.7,7.2,2.9,0.8,0.6,2.23,1.78,0.43,0.03
142,1970,56.2,38.9,14.8,3.8,1.6,1.1,0.9,1.91,1.59,0.28,0.04
142,1975,59.1,33.8,17.7,5.5,2,1.7,1.3,2.1,1.64,0.4,0.06
142,1980,57.1,32.5,18.8,8.1,2.6,2.2,1.7,2.44,1.8,0.56,0.08
142,1985,55.5,28.9,18.3,12.6,3.5,3,2.3,2.88,1.96,0.82,0.11
150,1960,8,75.2,47.8,11.3,4.4,5.5,4.8,7.01,6.27,0.54,0.21
150,1965,8.4,70.1,44.6,14.8,5.7,6.6,5.7,7.23,6.31,0.68,0.25
150,1970,8.1,68.1,43.5,17.6,6.8,6.2,5.3,7.32,6.36,0.73,0.23
150,1975,7.6,66.1,42.5,19.2,7.4,7.2,6.1,7.53,6.45,0.82,0.27
150,1980,6.6,62.2,41.1,23.1,8.9,8.1,7,7.9,6.63,0.96,0.3
150,1985,5.5,58.8,41.9,26.9,10.3,8.8,7.5,8.3,6.88,1.09,0.32
150,1990,3.1,44.2,34.1,37.6,14.5,14.8,12.7,9.51,7.32,1.63,0.55
151,1960,0.7,79.9,27.6,15.5,8.6,4.1,3.5,7.39,6.6,0.64,0.15
151,1965,3.5,76.3,26.3,15.1,5.8,5.2,4.5,7.27,6.45,0.63,0.19
151,1970,0.5,41.1,13.4,52.3,20.3,6.3,5.5,9.67,7.73,1.71,0.24
151,1975,2.6,42.5,14,47.7,18.5,7.2,6.2,9.37,7.49,1.61,0.27
151,1980,0.3,35.6,11.7,55.6,21.5,8.2,7.1,10.06,7.88,1.87,0.31
151,1985,1.3,37.3,12.4,51.6,20,9.8,8.4,9.95,7.76,1.82,0.36
151,1990,0.2,22.2,7.2,66.3,25.6,11.3,9.7,11.01,8.3,2.29,0.42
152,1960,0.8,15.9,3.7,70.3,27.2,13.1,11.2,10.41,7.45,2.47,0.49
152,1965,0.8,23.9,6.7,60.8,23.5,14.5,12.5,10.05,7.25,2.27,0.54
152,1970,0.5,28.3,8.5,57.5,22.3,13.7,11.8,9.81,7.16,2.14,0.51
152,1975,0.3,29.5,9,54.2,21,16,13.8,9.9,7.16,2.14,0.6
152,1980,0.5,14.7,4.2,63.5,24.5,21.3,18.3,10.94,7.54,2.61,0.79
152,1985,3.3,11.2,3.1,62.9,24.3,22.6,19.4,10.9,7.41,2.65,0.84
152,1990,5.5,8.5,2.2,62.4,24.1,23.6,20.2,10.86,7.31,2.67,0.88
153,1960,13.6,52,17,30.4,11.9,3.9,3.3,6.65,5.5,1,0.14
153,1965,7.3,69.9,27.3,18.9,7.3,3.9,3.4,6.54,5.71,0.68,0.15
153,1970,10.2,67.9,28.7,17.1,6.6,4.8,4.2,6.47,5.62,0.67,0.18
153,1975,8.9,16.2,10.7,68.9,27,6,5.2,9.45,7.07,2.16,0.22
153,1980,8.7,21.3,12.6,63.4,24.8,6.6,5.7,9.23,6.96,2.03,0.24
153,1985,7.4,25.2,13.8,60,23.5,7.4,6.3,9.19,6.95,1.97,0.27
153,1990,2.5,20.4,9.8,68.4,26.3,8.5,7.3,9.91,7.36,2.23,0.32
154,1960,1.5,63.5,39.6,29.9,11.5,5.4,4.6,8.19,6.94,1.04,0.2
154,1965,1.5,52.1,32.5,39.6,15.2,6.8,5.8,8.72,7.1,1.37,0.25
154,1970,0.5,41.3,25.9,49.5,19,8.7,7.5,9.39,7.35,1.72,0.32
154,1975,2.2,41.6,25.8,45.2,17.3,11,9.4,9.29,7.19,1.69,0.41
154,1980,2.8,39,24.7,48,18.4,10.1,8.7,9.31,7.2,1.73,0.38
154,1985,2.2,35,23,50.7,19.4,12.1,10.3,9.68,7.35,1.89,0.45
154,1990,0,17.1,13.4,67.6,25.9,15.4,13.2,10.92,7.86,2.49,0.57
155,1960,32.8,60.6,39.1,4.4,1.7,2.3,1.7,3.79,3.39,0.32,0.08
155,1965,39.5,52.6,34.6,5.4,2.1,2.5,1.9,3.55,3.09,0.38,0.09
155,1970,10.5,80.1,50.9,6.4,2.5,2.9,2.2,5.04,4.49,0.44,0.1
155,1975,19.7,70.1,43.9,6.7,2.6,3.5,2.6,4.64,4.03,0.49,0.12
155,1980,10,54.3,27.8,30.4,11.7,5.5,4.1,6.4,4.61,1.59,0.19
155,1985,8.6,56.1,26.6,27.9,10.8,7.5,5.6,6.48,4.61,1.61,0.26
155,1990,7,54.2,25,28.6,11,10.2,7.6,6.86,4.71,1.8,0.36
